FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,GHGAS_CAS_REGISTRY_NUMBER,GHGASNAME,GHGAS_LINEAR_CHEMICAL_FORMULA,GHGASQUANTITY,OTHERGHGASNAME,OTHER_GHGAS_CAS_REGISTRY_NUM,OTHER_GHGAS_LINEAR_CHEMFORM,GROUP_OF_FLUORINATED_GHG
1003945,2011,TEXAS INSTRUMENTS NORTH CAMPUS,,Other,,0.0097,HFE-7100,,,
1003997,2011,INTEL CORPORATION - RIO RANCHO FACILITY,10024-97-2,Nitrous Oxide,,56.0,,,,
1003997,2011,INTEL CORPORATION - RIO RANCHO FACILITY,115-25-3,Perfluorocyclobutane,,0.51,,,,
1003997,2011,INTEL CORPORATION - RIO RANCHO FACILITY,163702–05–4,Other,,1.4,HFE-7200,,,
1003997,2011,INTEL CORPORATION - RIO RANCHO FACILITY,2551-62-4,Sulfur hexafluoride,,0.555,,,,
1003997,2011,INTEL CORPORATION - RIO RANCHO FACILITY,382-28-5,Other,,1.5,FC-3284 (Perfluoro-n-methylmorpholine),,,
1003997,2011,INTEL CORPORATION - RIO RANCHO FACILITY,559-40-0,Other,,0.049,Octafluorocyclopentene,,,
1003997,2011,INTEL CORPORATION - RIO RANCHO FACILITY,685-63-2,Other,,0.022,"1,3-Hexafluorobutadiene",,,
1003997,2011,INTEL CORPORATION - RIO RANCHO FACILITY,75-10-5,HFC-32,,0.023,,,,
1003997,2011,INTEL CORPORATION - RIO RANCHO FACILITY,75-46-7,HFC-23,,0.698,,,,
1003997,2011,INTEL CORPORATION - RIO RANCHO FACILITY,75-73-0,PFC-14 (Perfluoromethane),,5.547,,,,
1003997,2011,INTEL CORPORATION - RIO RANCHO FACILITY,76-16-4,PFC-116 (Perfluoroethane),,0.283,,,,
1003997,2011,INTEL CORPORATION - RIO RANCHO FACILITY,7783-54-2,Nitrogen trifluoride,,2.414,,,,
1003997,2011,INTEL CORPORATION - RIO RANCHO FACILITY,86508-42-1,Other,,1.0,FC-40,,,
1003997,2011,INTEL CORPORATION - RIO RANCHO FACILITY,,Other,,1.0,HFE-7100,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,10024-97-2,Nitrous Oxide,,56.0,,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,1093615-61-2,Other,,1.0493,FC-770 (Perfluoro N-alkyl morpholines),,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,115-25-3,Perfluorocyclobutane,,0.3453,,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,163702–05–4,Other,,0.0,HFE-7200,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,2551-62-4,Sulfur hexafluoride,,0.4373,,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,297730-93-9,Other,,2.4387,HFE-7500,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,338-83-0,Other,,0.0,FC-3283 (Perfluorotripropylamine),,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS, 338-84-1,Other,,0.0,FC-70 (Perfluorotripentylamine),,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,559-40-0,Other,,0.0,Octafluorocyclopentene,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,593-53-3,HFC-41,,0.1052,,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,685-63-2,Other,,0.0148,"1,3-Hexafluorobutadiene",,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,75-10-5,HFC-32,,0.0211,,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,75-46-7,HFC-23,,0.3493,,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,75-73-0,PFC-14 (Perfluoromethane),,3.9755,,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,76-16-4,PFC-116 (Perfluoroethane),,0.1921,,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,773-14-8,Other,,0.0,Octafluorotetrahydrofuran,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,7783-54-2,Nitrogen trifluoride,,1.0016,,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,86508-42-1,Other,,0.7859,FC-40,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,86508-42-1 (a),Other,,0.0,FC-84 (Perfluoro-n-hexane),,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,93792-84-8,Other,,0.0,FC-43,,,
1004006,2011,INTEL CORPORATION RONLER ACRES CAMPUS,,Other,,0.1497,HFE-7100,,,
1004300,2011,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,10024-97-2,Nitrous Oxide,,37.68,,,,
1004300,2011,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,1093615-61-2,Other,,2.7742,FC-770 (Perfluoro N-alkyl morpholines),,,
1004300,2011,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,115-25-3,Perfluorocyclobutane,,0.0037,,,,
1004300,2011,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,2551-62-4,Sulfur hexafluoride,,0.0281,,,,
1004300,2011,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,559-40-0,Other,,0.2858,Octafluorocyclopentene,,,
1004300,2011,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,593-53-3,HFC-41,,0.1121,,,,
1004300,2011,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,685-63-2,Other,,0.0001,"1,3-Hexafluorobutadiene",,,
1004300,2011,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,69991-67-9,Other,,0.2783,Galden HT-270,,,
1004300,2011,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,75-10-5,HFC-32,,0.0004,,,,
1004300,2011,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,75-46-7,HFC-23,,0.0016,,,,
1004300,2011,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,75-73-0,PFC-14 (Perfluoromethane),,3.4306,,,,
1004300,2011,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,76-16-4,PFC-116 (Perfluoroethane),,0.1535,,,,
1004300,2011,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,7783-54-2,Nitrogen trifluoride,,0.3952,,,,
1004300,2011,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,86508-42-1a,Other,,2.3791,FC-3283,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",10024-97-2,Nitrous Oxide,,0.0,,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",115-25-3,Perfluorocyclobutane,,0.0,,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",161075-02-1,Other,,0.035,H Galden ZT 130/150,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",163702–05–4,Other,,0.4061,HFE-7200,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",2551-62-4,Sulfur hexafluoride,,0.0,,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",338-83-0,Other,,1.6,FC-3283 (Perfluorotripropylamine),,,
1004325,2011,"MICRON TECHNOLOGY, INC.",354-33-6,HFC-125,,0.015,,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",420-46-2,HFC-143a,,0.0117,,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",460-73-1,HFC-245fa,,0.0546,,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",69991-67-9 (e),Other,,0.1307,HT-135,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",69991-67-9 (f),Other,,0.0195,HT-170,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",69991-67-9 (h),Other,,0.0,HT-200,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",75-46-7,HFC-23,,0.0272,,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",75-73-0,PFC-14 (Perfluoromethane),,0.6977,,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",76-16-4,PFC-116 (Perfluoroethane),,0.0417,,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",7783-54-2,Nitrogen trifluoride,,0.423,,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",811-97-2,HFC-134a,,0.1307,,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",86508-42-1,Other,,0.0056,FC-40,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",,Other,,0.1611,HFE-7100,,,
1004371,2011,INTEL CORPORATION - Ocotillo Campus,10024-97-2,Nitrous Oxide,,81.0,,,,
1004371,2011,INTEL CORPORATION - Ocotillo Campus,115-25-3,Perfluorocyclobutane,,0.7728,,,,
1004371,2011,INTEL CORPORATION - Ocotillo Campus,163702–05–4,Other,,1.1,HFE-7200,,,
1004371,2011,INTEL CORPORATION - Ocotillo Campus,2551-62-4,Sulfur hexafluoride,,0.6336,,,,
1004371,2011,INTEL CORPORATION - Ocotillo Campus,338-83-0,Other,,2.2,FC-3283 (Perfluorotripropylamine),,,
1004371,2011,INTEL CORPORATION - Ocotillo Campus,559-40-0,Other,,0.0431,Octafluorocyclopentene,,,
1004371,2011,INTEL CORPORATION - Ocotillo Campus,593-53-3,HFC-41,,0.0,,,,
1004371,2011,INTEL CORPORATION - Ocotillo Campus,685-63-2,Other,,0.02,"1,3-Hexafluorobutadiene",,,
1004371,2011,INTEL CORPORATION - Ocotillo Campus,75-10-5,HFC-32,,0.0232,,,,
1004371,2011,INTEL CORPORATION - Ocotillo Campus,75-46-7,HFC-23,,0.5748,,,,
1004371,2011,INTEL CORPORATION - Ocotillo Campus,75-73-0,PFC-14 (Perfluoromethane),,4.6579,,,,
1004371,2011,INTEL CORPORATION - Ocotillo Campus,76-16-4,PFC-116 (Perfluoroethane),,0.3863,,,,
1004371,2011,INTEL CORPORATION - Ocotillo Campus,7783-54-2,Nitrogen trifluoride,,1.0768,,,,
1004371,2011,INTEL CORPORATION - Ocotillo Campus,86508-42-1,Other,,3.8,FC-40,,,
1004746,2011,LINEAR TECHNOLOGY CORP,10024-97-2,Nitrous Oxide,,3.292,,,,
1004746,2011,LINEAR TECHNOLOGY CORP,2551-62-4,Sulfur hexafluoride,,0.049,,,,
1004746,2011,LINEAR TECHNOLOGY CORP,75-46-7,HFC-23,,0.0544,,,,
1004746,2011,LINEAR TECHNOLOGY CORP,75-73-0,PFC-14 (Perfluoromethane),,0.059,,,,
1004746,2011,LINEAR TECHNOLOGY CORP,76-16-4,PFC-116 (Perfluoroethane),,1.83,,,,
1004746,2011,LINEAR TECHNOLOGY CORP,7783-54-2,Nitrogen trifluoride,,0.0011,,,,
1004746,2011,LINEAR TECHNOLOGY CORP,,Other,,0.0,,,,
1004883,2011,MICROCHIP TECHNOLOGY INC,10024-97-2,Nitrous Oxide,,14.7,,,,
1004883,2011,MICROCHIP TECHNOLOGY INC,115-25-3,Perfluorocyclobutane,,0.031,,,,
1004883,2011,MICROCHIP TECHNOLOGY INC,2551-62-4,Sulfur hexafluoride,,0.049,,,,
1004883,2011,MICROCHIP TECHNOLOGY INC,559-40-0,Other,,0.157,Octafluorocyclopentene,,,
1004883,2011,MICROCHIP TECHNOLOGY INC,69991-67-9 (e),Other,,0.525,HT-135,,,
1004883,2011,MICROCHIP TECHNOLOGY INC,75-10-5,HFC-32,,0.003,,,,
1004883,2011,MICROCHIP TECHNOLOGY INC,75-46-7,HFC-23,,0.0583,,,,
1004883,2011,MICROCHIP TECHNOLOGY INC,75-73-0,PFC-14 (Perfluoromethane),,5.5404,,,,
1004883,2011,MICROCHIP TECHNOLOGY INC,76-16-4,PFC-116 (Perfluoroethane),,1.3576,,,,
1004883,2011,MICROCHIP TECHNOLOGY INC,76-19-7,PFC-218 (Perfluoropropane),,0.294,,,,
1004883,2011,MICROCHIP TECHNOLOGY INC,7783-54-2,Nitrogen trifluoride,,0.518,,,,
1005759,2011,"Cree, Inc",10024-97-2,Nitrous Oxide,,3.208,,,,
1005759,2011,"Cree, Inc",2551-62-4,Sulfur hexafluoride,,0.2259,,,,
1005759,2011,"Cree, Inc",338-83-0,Other,,0.112,FC-3283 (Perfluorotripropylamine),,,
1005759,2011,"Cree, Inc",69991-67-9 (e),Other,,0.2384,HT-135,,,
1005759,2011,"Cree, Inc",75-46-7,HFC-23,,0.0115,,,,
1005759,2011,"Cree, Inc",75-73-0,PFC-14 (Perfluoromethane),,1.8794,,,,
1005759,2011,"Cree, Inc",7783-54-2,Nitrogen trifluoride,,0.0724,,,,
1007527,2011,ON Semiconductor,10024-97-2,Nitrous Oxide,,20.7,,,,
1007527,2011,ON Semiconductor,115-25-3,Perfluorocyclobutane,,0.0714,,,,
1007527,2011,ON Semiconductor,2551-62-4,Sulfur hexafluoride,,0.0892,,,,
1007527,2011,ON Semiconductor,338-83-0,Other,,0.8696,FC-3283 (Perfluorotripropylamine),,,
1007527,2011,ON Semiconductor,559-40-0,Other,,0.0,Octafluorocyclopentene,,,
1007527,2011,ON Semiconductor,69991-67-9 (b),Other,,0.1566,HT-70,,,
1007527,2011,ON Semiconductor,69991-67-9 (h),Other,,0.0953,HT-200,,,
1007527,2011,ON Semiconductor,75-10-5,HFC-32,,0.0003,,,,
1007527,2011,ON Semiconductor,75-46-7,HFC-23,,0.0502,,,,
1007527,2011,ON Semiconductor,75-73-0,PFC-14 (Perfluoromethane),,2.6557,,,,
1007527,2011,ON Semiconductor,76-16-4,PFC-116 (Perfluoroethane),,5.112,,,,
1007527,2011,ON Semiconductor,7783-54-2,Nitrogen trifluoride,,0.0925,,,,
1008059,2011,Texas Instruments Richardson,10024-97-2,Nitrous Oxide,,1.931,,,,
1008059,2011,Texas Instruments Richardson,163702–05–4,Other,,0.01,HFE-7200,,,
1008059,2011,Texas Instruments Richardson,2551-62-4,Sulfur hexafluoride,,0.0056,,,,
1008059,2011,Texas Instruments Richardson,338-83-0,Other,,2.76,FC-3283 (Perfluorotripropylamine),,,
1008059,2011,Texas Instruments Richardson,593-53-3,HFC-41,,0.0077,,,,
1008059,2011,Texas Instruments Richardson,75-46-7,HFC-23,,0.1654,,,,
1008059,2011,Texas Instruments Richardson,75-73-0,PFC-14 (Perfluoromethane),,0.9546,,,,
1008059,2011,Texas Instruments Richardson,76-16-4,PFC-116 (Perfluoroethane),,0.0004,,,,
1008059,2011,Texas Instruments Richardson,7783-54-2,Nitrogen trifluoride,,0.5078,,,,
1008262,2011,"Jireh Semiconductor, Inc.",10024-97-2,Nitrous Oxide,,4.989,,,,
1008262,2011,"Jireh Semiconductor, Inc.",115-25-3,Perfluorocyclobutane,,0.3035,,,,
1008262,2011,"Jireh Semiconductor, Inc.",2551-62-4,Sulfur hexafluoride,,0.5701,,,,
1008262,2011,"Jireh Semiconductor, Inc.",338-83-0,Other,,0.4878,FC-3283 (Perfluorotripropylamine),,,
1008262,2011,"Jireh Semiconductor, Inc.",559-40-0,Other,,0.0295,Octafluorocyclopentene,,,
1008262,2011,"Jireh Semiconductor, Inc.",75-10-5,HFC-32,,0.0002,,,,
1008262,2011,"Jireh Semiconductor, Inc.",75-46-7,HFC-23,,0.0568,,,,
1008262,2011,"Jireh Semiconductor, Inc.",75-73-0,PFC-14 (Perfluoromethane),,1.5451,,,,
1008262,2011,"Jireh Semiconductor, Inc.",76-16-4,PFC-116 (Perfluoroethane),,0.8647,,,,
1008262,2011,"Jireh Semiconductor, Inc.",7783-54-2,Nitrogen trifluoride,,0.0238,,,,
1008734,2011,Avago Technologies,10024-97-2,Nitrous Oxide,,2.35,,,,
1008734,2011,Avago Technologies,1093615-61-2,Other,,0.571,FC-770 (Perfluoro N-alkyl morpholines),,,
1008734,2011,Avago Technologies,115-25-3,Perfluorocyclobutane,,0.0533,,,,
1008734,2011,Avago Technologies,2551-62-4,Sulfur hexafluoride,,0.6665,,,,
1008734,2011,Avago Technologies,75-46-7,HFC-23,,0.0055,,,,
1008734,2011,Avago Technologies,75-73-0,PFC-14 (Perfluoromethane),,0.3268,,,,
1008734,2011,Avago Technologies,76-16-4,PFC-116 (Perfluoroethane),,0.672,,,,
1008734,2011,Avago Technologies,7783-54-2,Nitrogen trifluoride,,0.0312,,,,
1008768,2011,Microchip Technology Inc.,10024-97-2,Nitrous Oxide,,14.936,,,,
1008768,2011,Microchip Technology Inc.,115-25-3,Perfluorocyclobutane,,0.0338,,,,
1008768,2011,Microchip Technology Inc.,2551-62-4,Sulfur hexafluoride,,0.1166,,,,
1008768,2011,Microchip Technology Inc.,338-83-0,Other,,0.1315,FC-3283 (Perfluorotripropylamine),,,
1008768,2011,Microchip Technology Inc.,559-40-0,Other,,0.0217,Octafluorocyclopentene,,,
1008768,2011,Microchip Technology Inc.,69991-67-9 (b),Other,,0.0445,HT-70,,,
1008768,2011,Microchip Technology Inc.,75-46-7,HFC-23,,0.1775,,,,
1008768,2011,Microchip Technology Inc.,75-73-0,PFC-14 (Perfluoromethane),,2.4676,,,,
1008768,2011,Microchip Technology Inc.,76-16-4,PFC-116 (Perfluoroethane),,1.5946,,,,
1008768,2011,Microchip Technology Inc.,76-19-7,PFC-218 (Perfluoropropane),,2.0544,,,,
1008768,2011,Microchip Technology Inc.,7783-54-2,Nitrogen trifluoride,,0.2844,,,,
1008930,2011,ON Semiconductor,10024-97-2,Nitrous Oxide,,0.038,,,,
1008930,2011,ON Semiconductor,115-25-3,Perfluorocyclobutane,,0.0409,,,,
1008930,2011,ON Semiconductor,2551-62-4,Sulfur hexafluoride,,0.0902,,,,
1008930,2011,ON Semiconductor,75-46-7,HFC-23,,0.0426,,,,
1008930,2011,ON Semiconductor,75-73-0,PFC-14 (Perfluoromethane),,0.5959,,,,
1008930,2011,ON Semiconductor,76-16-4,PFC-116 (Perfluoroethane),,0.2344,,,,
1008930,2011,ON Semiconductor,7783-54-2,Nitrogen trifluoride,,0.2459,,,,
1008930,2011,ON Semiconductor,86508-42-1,Other,,0.5346,FC-77,,,
1009361,2011,WaferTech LLC,10024-97-2,Nitrous Oxide,,21.257,,,,
1009361,2011,WaferTech LLC,1093615-61-2,Other,,1.3422,FC-770 (Perfluoro N-alkyl morpholines),,,
1009361,2011,WaferTech LLC,115-25-3,Perfluorocyclobutane,,0.1093,,,,
