FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,GHG_NAME,GHG_QUANTITY,MSHA_IDENTIFICATION_NUMBER
1009821,2011,DEEP MINE 41,CARBON DIOXIDE,0.0,
1009821,2011,DEEP MINE 41,METHANE,5169.71,
1009823,2011,CHEROKEE DEEP MINE,CARBON DIOXIDE,0.0,
1009823,2011,CHEROKEE DEEP MINE,METHANE,816.51,
1009828,2011,"TUNNEL RIDGE, LLC",CARBON DIOXIDE,0.0,
1009828,2011,"TUNNEL RIDGE, LLC",METHANE,586.4,
1009829,2011,"METTIKI COAL (WV), LLC",CARBON DIOXIDE,0.0,
1009829,2011,"METTIKI COAL (WV), LLC",METHANE,494.35,
1009850,2011,DUGOUT CANYON MINE,CARBON DIOXIDE,0.0,
1009850,2011,DUGOUT CANYON MINE,METHANE,11553.64,
1009877,2011,"EMERALD CONTURA, LLC",CARBON DIOXIDE,0.0,
1009877,2011,"EMERALD CONTURA, LLC",METHANE,38521.95,
1009887,2011,"CUMBERLAND CONTURA, LLC",CARBON DIOXIDE,0.0,
1009887,2011,"CUMBERLAND CONTURA, LLC",METHANE,73950.56,
1009895,2011,MINGO LOGAN COAL COMPANY,CARBON DIOXIDE,0.0,
1009895,2011,MINGO LOGAN COAL COMPANY,METHANE,27083.37,
1009919,2011,CAMP CREEK MINE,CARBON DIOXIDE,0.0,
1009919,2011,CAMP CREEK MINE,METHANE,5737.3,
1009920,2011,ALMA NO. 1 MINE,CARBON DIOXIDE,0.0,
1009920,2011,ALMA NO. 1 MINE,METHANE,1166.0,
1009923,2011,JUSTICE MINE U-5013-98,CARBON DIOXIDE,0.0,
1009923,2011,JUSTICE MINE U-5013-98,METHANE,3499.39,
1009948,2011,"GIBSON COUNTY COAL, LLC",CARBON DIOXIDE,0.0,
1009948,2011,"GIBSON COUNTY COAL, LLC",METHANE,6323.15,
1010040,2011,15-18565/15-18662,CARBON DIOXIDE,0.0,
1010040,2011,15-18565/15-18662,METHANE,15615.74,
1010048,2011,RUBY ENERGY,CARBON DIOXIDE,0.0,
1010048,2011,RUBY ENERGY,METHANE,3378.1,
1010050,2011,P2 PONTIKI,CARBON DIOXIDE,0.0,
1010050,2011,P2 PONTIKI,METHANE,1188.02,
1010051,2011,"WHITE COUNTY COAL, LLC",CARBON DIOXIDE,0.0,
1010051,2011,"WHITE COUNTY COAL, LLC",METHANE,6958.22,
1010056,2011,"WEBSTER COUNTY COAL, LLC",CARBON DIOXIDE,0.0,
1010056,2011,"WEBSTER COUNTY COAL, LLC",METHANE,8533.28,
1010057,2011,"WARRIOR COAL, LLC",CARBON DIOXIDE,0.0,
1010057,2011,"WARRIOR COAL, LLC",METHANE,16576.06,
1010058,2011,"SEBREE MINING, LLC",CARBON DIOXIDE,0.0,
1010058,2011,"SEBREE MINING, LLC",METHANE,4262.53,
1010062,2011,"MC MINING, LLC",CARBON DIOXIDE,0.0,
1010062,2011,"MC MINING, LLC",METHANE,1861.27,
1010063,2011,"HOPKINS COUNTY COAL, LLC",CARBON DIOXIDE,0.0,
1010063,2011,"HOPKINS COUNTY COAL, LLC",METHANE,11744.99,
1010085,2011,15-19015,CARBON DIOXIDE,0.0,
1010085,2011,15-19015,METHANE,2586.58,
1010090,2011,FREEDOM ENERGY MINING CO.,CARBON DIOXIDE,0.0,
1010090,2011,FREEDOM ENERGY MINING CO.,METHANE,1571.1,
1010091,2011,PROCESS ENERGY,CARBON DIOXIDE,51242.6,
1010091,2011,PROCESS ENERGY,METHANE,2440.13,
1010092,2011,ROCKHOUSE ENERGY MINING CO.,CARBON DIOXIDE,27046.0,
1010092,2011,ROCKHOUSE ENERGY MINING CO.,METHANE,1287.9,
1010096,2011,FEDERAL NO. 2,CARBON DIOXIDE,0.0,
1010096,2011,FEDERAL NO. 2,METHANE,25823.26,
1010106,2011,CENTURY MINE,CARBON DIOXIDE,0.0,
1010106,2011,CENTURY MINE,METHANE,13435.19,
1010107,2011,POWHATAN NO. 6,CARBON DIOXIDE,0.0,
1010107,2011,POWHATAN NO. 6,METHANE,3516.81,
1010108,2011,NEW ERA MINE,CARBON DIOXIDE,0.0,
1010108,2011,NEW ERA MINE,METHANE,42018.07,
1010111,2011,LOWRY MINE,CARBON DIOXIDE,0.0,
1010111,2011,LOWRY MINE,METHANE,1912.28,
1010124,2011,ROAD FORK NO. 51 MINE,CARBON DIOXIDE,0.0,
1010124,2011,ROAD FORK NO. 51 MINE,METHANE,2571.89,
1010125,2011,ARCELORMITTAL PRINCETON,CARBON DIOXIDE,0.0,
1010125,2011,ARCELORMITTAL PRINCETON,METHANE,2542.21,
1010129,2011,TRACY LYNNE MINE,CARBON DIOXIDE,0.0,
1010129,2011,TRACY LYNNE MINE,METHANE,3275.1,
1010130,2011,TOMS RUN MINE,CARBON DIOXIDE,0.0,
1010130,2011,TOMS RUN MINE,METHANE,2129.83,
1010131,2011,LOGANSPORT MINE,CARBON DIOXIDE,0.0,
1010131,2011,LOGANSPORT MINE,METHANE,3864.4,
1010132,2011,CLEMENTINE MINE,CARBON DIOXIDE,0.0,
1010132,2011,CLEMENTINE MINE,METHANE,1819.77,
1010133,2011,CHERRY TREE MINE,CARBON DIOXIDE,0.0,36-09224
1010133,2011,CHERRY TREE MINE,METHANE,2035.3,36-09224
1010173,2011,PARADISE MINE,CARBON DIOXIDE,0.0,
1010173,2011,PARADISE MINE,METHANE,3873.77,
1010174,2011,WEST RIDGE MINE,CARBON DIOXIDE,0.0,
1010174,2011,WEST RIDGE MINE,METHANE,47282.08,
1010198,2011,POND CREEK NO. 1 MINE,CARBON DIOXIDE,0.0,11-03141
1010198,2011,POND CREEK NO. 1 MINE,METHANE,4585.0,11-03141
1010213,2011,HIGHLAND,CARBON DIOXIDE,0.0,
1010213,2011,HIGHLAND,METHANE,1228.85,
1010214,2011,DODGE HILL,CARBON DIOXIDE,0.0,
1010214,2011,DODGE HILL,METHANE,1808.12,
1010242,2011,"LONE MOUNTAIN PROCESSING, INC.",CARBON DIOXIDE,0.0,
1010242,2011,"LONE MOUNTAIN PROCESSING, INC.",METHANE,3448.45,
1010249,2011,CUMBERLAND RIVER COAL COMPANY,CARBON DIOXIDE,0.0,
1010249,2011,CUMBERLAND RIVER COAL COMPANY,METHANE,1260.66,
1010280,2011,BLACK STALLION NO. 1,CARBON DIOXIDE,0.0,
1010280,2011,BLACK STALLION NO. 1,METHANE,4562.12,
1010296,2011,STARFORD MINE,CARBON DIOXIDE,0.0,
1010296,2011,STARFORD MINE,METHANE,559.19,
1010310,2011,WEST ELK MINE,CARBON DIOXIDE,0.0,
1010310,2011,WEST ELK MINE,METHANE,49415.9,
1010315,2011,MAMMOTH #2 GAS SLOPE MINE,CARBON DIOXIDE,0.0,
1010315,2011,MAMMOTH #2 GAS SLOPE MINE,METHANE,1306.0,
1010323,2011,AMERICAN EAGLE,CARBON DIOXIDE,0.0,
1010323,2011,AMERICAN EAGLE,METHANE,16802.97,
1010328,2011,"WARRIOR MET COAL, LLC",CARBON DIOXIDE,1112.9,"01-01247,01-01401"
1010328,2011,"WARRIOR MET COAL, LLC",METHANE,174290.36,"01-01247,01-01401"
1010341,2011,EAGLE,CARBON DIOXIDE,0.0,
1010341,2011,EAGLE,METHANE,1851.87,
1010362,2011,SHAY #1 MINE,CARBON DIOXIDE,0.0,
1010362,2011,SHAY #1 MINE,METHANE,2281.0,
1010694,2011,STILLHOUSE MINE NO. 1,CARBON DIOXIDE,0.0,
1010694,2011,STILLHOUSE MINE NO. 1,METHANE,1627.61,
1010703,2011,CVB NO 1,CARBON DIOXIDE,0.0,
1010703,2011,CVB NO 1,METHANE,977.48,
1011220,2011,PRAIRIE EAGLE MINE,CARBON DIOXIDE,0.0,
1011220,2011,PRAIRIE EAGLE MINE,METHANE,1354.97,
1011528,2011,REVELATION ENERGY LLC D18,CARBON DIOXIDE,0.0,
1011528,2011,REVELATION ENERGY LLC D18,METHANE,1311.23,
1011529,2011,DOMINION MINE NO. 36,CARBON DIOXIDE,0.0,
1011529,2011,DOMINION MINE NO. 36,METHANE,3409.72,
1011626,2011,"SEBASTIAN MINING COMPANY, LLC",CARBON DIOXIDE,0.0,
1011626,2011,"SEBASTIAN MINING COMPANY, LLC",METHANE,7705.33,
1011664,2011,WALTER ENERGY INC. NORTH RIVER MINE,CARBON DIOXIDE,4.0,
1011664,2011,WALTER ENERGY INC. NORTH RIVER MINE,METHANE,2937.13,
1011732,2011,"SOUTH CENTRAL COAL COMPANY, INC.",CARBON DIOXIDE,0.0,34-01787
1011732,2011,"SOUTH CENTRAL COAL COMPANY, INC.",METHANE,4.96,34-01787
