FACILITY_NAME,FACILITY_ID,REPORTING_YEAR,INDUSTRY_SEGMENT,BASIN_ASSOCIATED_WITH_FACILITY,REPORTING_CATEGORY,TOTAL_REPORTED_CO2_EMISSIONS,TOTAL_REPORTED_CH4_EMISSIONS,TOTAL_REPORTED_N2O_EMISSIONS,BAMM_INDICATOR_SOURCE_SUMMARY,BAMM_DESC_SOURCE_SUMMARY
220 Gulf Coast,1009263,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,OtherEmissionsFromEquipmentLeaksDetails,13.0,135.885716,0.0,No,
220 Gulf Coast,1009263,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,PneumaticDeviceVentingDetails,63.4,662.038096,0.0,No,
220 Gulf Coast,1009263,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,ReciprocatingCompressorsDetails,0.4,2.728572,0.0,No,
220 Gulf Coast,1009263,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellCompletionsWorkoversDetails,199.4,1706.333332,0.0,Yes,"For Calculation Methodology 2, with hydraulic fracturing, assumed downstream pressure was atmospheric pressure, assumed upstream temperature and assumed upstream pressure.  Estimated number of workovers and completions based on best available records.  Assumed completions conducted were with hydraulic fracturing.  Assumed half of workovers conducted were with hydraulic fracturing and half without hydraulic fracturing.  Used the average basin methane and carbon dioxide concentrations where information was not available.  January 1, 2011 to December 31, 2011."
220 Gulf Coast,1009263,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellTestingDetails,0.0,0.0,0.0,No,
220 Gulf Coast,1009263,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellVentingDetails,0.6430087,10.590476,0.0,Yes,"Assume 10% of gas wells without plunger lift vent for liquids unloading.  Used facility average casing/tubing diameter and well depth if information was not available.  Estimated shut-in pressure based on average, engineering estimate.  Assumed 4 events/year per well without plunger lift; 12 events/year per well with plunger lift.  Assumed venting without plunger lift was 1 hour.  Assumed venting with plunger lift was 0.5 hours.  Used the average basin methane and carbon dioxide concentrations where information was not available.  January 1, 2011 to December 31, 2011."
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AcidGasRemovalUnitsDetails,44.3,0.0,0.0,Yes,"INLET GAS TEMPERATURE & PRESSURE:  Engineering Calculation.  Used air permit data for temperature and pressure. 01/01/2011 – 12/31/2011.FLOW RATE: Used metered flow rate data. 01/01/2011 – 12/31/2011.ACID GAS CONTENT, INLET GAS:  Other Company Records. Used available representative gas quality analysis from permitting simulation software run. 01/01/2011 – 12/31/2011.ACID GAS CONTENT, OUTLET NATURAL GAS: Engineering Calculation.  Used available representative gas quality analysis from permitting simulation software run. 01/01/2011 – 12/31/2011.UNIT OPERATING HOURS (excluding downtime for maintenance or standby):  Engineering Calculation.  Used maximum  runtime (8760 hours/year). 01/01/2011 – 12/31/2011.EXIT TEMPERATURE OF NATURAL GAS:  Engineering Calculation. Used available data from permitting simulation software run. 01/01/2011 – 12/31/2011.SOLVENT PRESSURE, TEMPERATURE, CIRCULATION RATE AND WEIGHT:  Engineering Calculation. Used available data from permitting simulation software run. 01/01/2011 – 12/31/2011."
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AssociatedGasVentingFlaringDetails,0.1,13.50476,0.0,Yes,"GHGi:  Other Company Records:  Used representative gas analyses at the basin level.  01/01/2011 – 12/31/2011.GOR: Other Company Records. Used representative GOR’s at the basin level, determined by using liquid production volumes and gas production volumes. 01/01/2011 – 12/31/2011.X (TOTAL NUMBER OF WELLS): Other Company Records. Used available process and production to identify associated gas wells. 01/01/2011 – 12/31/2011.Emission Routing: Other Company Records:  Used current company asset inventory data to determine emission routing (vent, flare).  01/01/2011 – 12/31/2011.Y (TOTAL NUMBER OF SUB-BASINS): Other Company Records.  Reported on a basin level. 01/01/2011 – 12/31/2011."
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AtmosphericTanksDetails,10123.9,954.085716,0.0122580537,Yes,"TANKS WITH AVERAGE THROUGHPUT > 10 BBL/DAY: SEPARATOR TEMPERATURE: Engineering Calculation. Used representative temperature data at the basin level. 01/01/2011 – 12/31/2011.SEPARATOR PRESSURE:  Engineering Calculation.  Used representative pressure data at the basin level. 01/01/2011 – 12/31/2011.API GRAVITY: Engineering Calculation. Used representative API gravity at the basin level. 01/01/2011 – 12/31/2011.PRODUCTION VOLUMES: Other Company Records. Used company liquid production data and well operating time to calculate liquid production rates. 01/01/2011 – 12/31/2011.LIQUID COMPOSITION: Used representative liquid analyses at the basin level.  Software program regional representative analyses were used where basin-level representative analyses were not available.  01/01/2011 – 12/31/2011.TANKS WITH AVERAGE THROUGHPUT < 10 BBL/DAY: COUNT:  Other Company Records:  Used current company asset inventory data to determine counts of separators. 01/01/2011 – 12/31/2011.SEPARATOR DUMP VALVE MALFUNCTION EMISSIONS – WELLS WITH THROUGHPUT  > 10 bbl/dayTn (Total Duration Of Valve Malfunction In Hours): Duration of events was calculated using data captured from a time sample of valve malfunction events, and extrapolated to represent the rest of the reporting year. 01/01/2011 – 12/31/2011."
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CentrifugalCompressorsDetails,0.0,0.0,0.0,No,
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CombustionEmissionsDetails,45660.9,53.461904,0.1377419463,Yes,"FUEL:  Used Supplier Data, Engineering Calculations and Other Company Records to determine representative fuel consumption types and rates applied to calculations of fuel volumes for applicable sources. 01/01/2011 – 12/31/2011.APPLICABILITY (COUNT):  Used Supplier Data, Engineering Calculations, and Other Company Records to determine applicable and exempt combustion sources. 01/01/2011 – 12/31/2011."
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,DehydratorsDetails,8.4,2.29524,0.0,Yes,"WET GAS TEMPERATURE & PRESSURE:  Engineering Calculation.  Used available data from permitting simulation software run.  01/01/2011 – 12/31/2011.FLOW RATE: Other Company Records:   Used actual flow rate data where available.  Otherwise, used available data from permitting simulation software run. 01/01/2011 – 12/31/2011. WET GAS COMPOSITION:  Other Company Records.  Used available representative gas quality analysis from permitting simulation software run. 01/01/2011 – 12/31/2011.INLET GAS WATER CONTENT:  Engineering Calculation.  Used available data from permitting simulation software run.  01/01/2011 – 12/31/2011.OUTLET GAS WATER CONTENT:  Engineering Calculation.  Used available data from permitting simulation software run.  01/01/2011 – 12/31/2011.UNIT OPERATING HOURS (excluding downtime for maintenance or standby):  Engineering Calculation.  Used maximum runtime (8760 hours/year). 01/01/2011 – 12/31/2011.ABSORBENT TYPE:  Other Company Records.  Used available data from permitting simulation software run. 01/01/2011 – 12/31/2011.CIRCULATION RATE: Engineering Calculation:  Used available data from permitting simulation software run. 01/01/2011 – 12/31/2011.ABSORBENT PUMP TYPE: Other Company Records:  Used available data from permitting simulation software run. 01/01/2011 – 12/31/2011.PROCESS CONFIGURATION (stripping gas, flash tank). Other Company Records:  Used available data from permitting simulation software run. 01/01/2011 – 12/31/2011."
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryHydrocarbonLiquidsDissolvedDetails,0.0,0.0,0.0,No,
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryInjectionPumpBlowdownDetails,0.0,0.0,0.0,,
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,FlareStacksDetails,1132.2,6.423808,0.0022580537,No,
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,NaturalGasDrivenPneumaticPumpsDetails,1.1,319.923808,0.0,Yes,"COUNT:  Engineering Calculation.   Used data from the company’s current Asset Inventory process, and available bleed rate data. 01/01/2011 – 12/31/2011.GHGi:  Other Company Records:  Used representative gas analyses at the basin level. 01/01/2011 – 12/31/2011.TIME:  Engineering Calculation.  Used monthly maximum well run time. 01/01/2011 – 12/31/2011."
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,OtherEmissionsFromEquipmentLeaksDetails,7.6,827.166668,0.0,Yes,GHGi:  Other Company Records:  Used representative gas analyses at the basin level.  01/01/2011 – 12/31/2011.COUNT: Other Company Records. Current company asset inventory data was used to identify major equipment counts and types for fugitive component figures.  01/01/2011 – 12/31/2011.TIME: Engineering Calculation. Used monthly maximum well run times. 01/01/2011 – 12/31/2011.
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,PneumaticDeviceVentingDetails,12.5,1339.942856,0.0,Yes,"COUNT:  Engineering Calculation.   Used data from the company’s current Asset Inventory process, and available bleed rate data. 01/01/2011 – 12/31/2011.GHGi:  Other Company Records:  Used representative gas analyses at the basin level. 01/01/2011 – 12/31/2011.TIME:  Engineering Calculation.  Used monthly maximum well run time. 01/01/2011 – 12/31/2011."
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,ReciprocatingCompressorsDetails,0.6,14.733332,0.0,Yes,GHGi:  Other Company Records:  Used representative gas analyses at the basin level.  01/01/2011 – 12/31/2011.COUNT: Other Company Records.  Current company asset inventory data was used for company-owned equipment. Other records were used to determine leased equipment counts. 01/01/2011 – 12/31/2011.
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellCompletionsWorkoversDetails,0.0,111.023808,0.0,Yes,"WELLS WITH HYDRAULIC FRACTURING: GHGi:  Other Company Records:  Used representative gas analyses at the basin level.  01/01/2011 – 12/31/2011.W (COUNT): Other Company Records. Used available company data to determine completion & workover jobs with hydraulic fracturing.  01/01/2011 – 12/31/2011.Tp: CUMULATIVE TIME OF BACKFLOW IN HOURS FOR EACH WELL (duration): Engineering Calculations. Used Engineering Calculations based on company and industry data to determine flowback durations and routing for completion and workover jobs with hydraulic fracturing. 01/01/2011 – 12/31/2011.FRM: Other Company Records. Used available job and production data to calculate ratio of backflow to daily production rate on jobs with hydraulic fracturing. 01/01/2011 – 12/31/2011.PRp (PRODUTION AVERAGE): Other Company Records. Used available production data to calculate first 30-day production average. 01/01/2011 – 12/31/2011.EnFp (NITROGEN & CARBON DIOXIDE INJECTION VOLUMES):  Other Company Records. Used available job data to determine CO2 and N2 injection volumes. 01/01/2011 – 12/31/2011.SGp (GAS VOLUMES / FLOWBACK): Engineering Calculations & Other Company Records. Used available company job and production data as well as industry data to calculate gas volumes recovered during flowback. 01/01/2011 – 12/31/2011.APPLICABILITY: (Workover or completion). Other Company Records. Used available job data to determine job types. 01/01/2011 – 12/31/2011.WELLS WITHOUT HYDRAULIC FRACTURING: GHGi:  Other Company Records:  Used representative gas analyses at the basin level. 01/01/2011 – 12/31/2011.Nwo, f (COUNT): Other Company Records. Used available company data to determine completion & workover jobs without hydraulic fracturing.  01/01/2011 – 12/31/2011.Tp: CUMULATIVE VENTING TIME "
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellTestingDetails,0.0,0.0,0.0,No,
220 Gulf Coast Basin DEC,1009238,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellVentingDetails,0.1,12.933332,0.0,Yes,"WELLS WITHOUT PLUNGER LIFT: GHGi:  Other Company Records:  Used representative gas analyses at the basin level.  01/01/2011 – 12/31/2011.W (COUNT):  Other Company Records:  Reported at the basin level for individual facilities from available company records, using data captured from a time sample of unloading events, and extrapolated to represent the rest of the reporting year. 01/01/2011 – 12/31/2011.Vp: NUMBER OF EVENTS PER YEAR PER WELL:  Other Company Records.  Used data captured from a time sample of unloading events, and extrapolated to represent the rest of the reporting year. 01/01/2011 – 12/31/2011.CDp (Casing Internal Diameter):  Engineering Calculation:  Applied actual figures for facilities where data was available. Used Engineering Calculations for wells without documented casing diameters. 01/01/2011 – 12/31/2011.WDp (WELL DEPTH):  Engineering Calculation:  Applied actual figures for facilities where data was available. Used Engineering Calculations for wells where documented well depth was not available. (Packer) 01/01/2011 – 12/31/2011.SPp: PRESSURE: Other Company Records. Used documented pressures for facilities where data was available. Used Engineering Calculations for wells without documented pressure. 01/01/2011 – 12/31/2011.SFRp:  FLOW-LINE RATE, TOTAL PRODUCTION, RUN TIME: Engineering Calculation. Used average flow-line rate of gas/well (2011 total production / 2011 total run time per well). 01/01/2011 – 12/31/2011.HRp,q: Other Company Records. Used actual figures where data was logged. Used Engineering Calculations to determine duration of unloading events. 01/01/2011 – 12/31/2011.WELLS WITH PLUNGER LIFT GHGi:  Other Company Records:  Representative gas analyses at the basin level.  01/01/2011 – 12/31/2011.W (COUNT):  Other Co"
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AcidGasRemovalUnitsDetails,0.0,0.0,0.0,No,
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AssociatedGasVentingFlaringDetails,18.0,245.74762,0.0,Yes,"GHGi:  Other Company Records:  Used representative gas analyses at the basin level.  01/01/2011 – 12/31/2011.GOR: Other Company Records. Used representative GOR’s at the basin level, determined by using liquid production volumes and gas production volumes. 01/01/2011 – 12/31/2011.X (TOTAL NUMBER OF WELLS): Other Company Records. Used available process and production to identify associated gas wells. 01/01/2011 – 12/31/2011.Emission Routing: Other Company Records:  Used current company asset inventory data to determine emission routing (vent, flare).  01/01/2011 – 12/31/2011.Y (TOTAL NUMBER OF SUB-BASINS): Other Company Records.  Reported on a basin level. 01/01/2011 – 12/31/2011."
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AtmosphericTanksDetails,8.3,27.838096,0.0,Yes,"TANKS WITH AVERAGE THROUGHPUT > 10 BBL/DAY: SEPARATOR TEMPERATURE: Engineering Calculation. Used representative temperature data at the basin level. 01/01/2011 – 12/31/2011.SEPARATOR PRESSURE:  Engineering Calculation.  Used representative pressure data at the basin level. 01/01/2011 – 12/31/2011.API GRAVITY: Engineering Calculation. Used representative API gravity at the basin level. 01/01/2011 – 12/31/2011.PRODUCTION VOLUMES: Other Company Records. Used company liquid production data and well operating time to calculate liquid production rates. 01/01/2011 – 12/31/2011.LIQUID COMPOSITION: Used representative liquid analyses at the basin level.  Software program regional representative analyses were used where basin-level representative analyses were not available.  01/01/2011 – 12/31/2011.TANKS WITH AVERAGE THROUGHPUT < 10 BBL/DAY: COUNT:  Other Company Records:  Used current company asset inventory data to determine counts of separators. 01/01/2011 – 12/31/2011.SEPARATOR DUMP VALVE MALFUNCTION EMISSIONS – WELLS WITH THROUGHPUT  > 10 bbl/dayTn (Total Duration Of Valve Malfunction In Hours): Duration of events was calculated using data captured from a time sample of valve malfunction events, and extrapolated to represent the rest of the reporting year. 01/01/2011 – 12/31/2011."
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CentrifugalCompressorsDetails,0.0,0.0,0.0,No,
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CombustionEmissionsDetails,6364.5,7.89524,0.0135483221,Yes,"FUEL:  Used Supplier Data, Engineering Calculations and Other Company Records to determine representative fuel consumption types and rates applied to calculations of fuel volumes for applicable sources. 01/01/2011 – 12/31/2011.APPLICABILITY (COUNT):  Used Supplier Data, Engineering Calculations, and Other Company Records to determine applicable and exempt combustion sources. 01/01/2011 – 12/31/2011."
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,DehydratorsDetails,0.2,0.066668,0.0,Yes,"WET GAS TEMPERATURE & PRESSURE:  Engineering Calculation.  Used available data from permitting simulation software run.  01/01/2011 – 12/31/2011.FLOW RATE: Other Company Records:   Used actual flow rate data where available.  Otherwise, used available data from permitting simulation software run. 01/01/2011 – 12/31/2011. WET GAS COMPOSITION:  Other Company Records.  Used available representative gas quality analysis from permitting simulation software run. 01/01/2011 – 12/31/2011.INLET GAS WATER CONTENT:  Engineering Calculation.  Used available data from permitting simulation software run.  01/01/2011 – 12/31/2011.OUTLET GAS WATER CONTENT:  Engineering Calculation.  Used available data from permitting simulation software run.  01/01/2011 – 12/31/2011.UNIT OPERATING HOURS (excluding downtime for maintenance or standby):  Engineering Calculation.  Used maximum runtime (8760 hours/year). 01/01/2011 – 12/31/2011.ABSORBENT TYPE:  Other Company Records.  Used available data from permitting simulation software run. 01/01/2011 – 12/31/2011.CIRCULATION RATE: Engineering Calculation:  Used available data from permitting simulation software run. 01/01/2011 – 12/31/2011.ABSORBENT PUMP TYPE: Other Company Records:  Used available data from permitting simulation software run. 01/01/2011 – 12/31/2011.PROCESS CONFIGURATION (stripping gas, flash tank). Other Company Records:  Used available data from permitting simulation software run. 01/01/2011 – 12/31/2011."
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryHydrocarbonLiquidsDissolvedDetails,0.0,0.0,0.0,No,
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryInjectionPumpBlowdownDetails,0.0,0.0,0.0,,
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,FlareStacksDetails,0.0,0.0,0.0,No,
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,NaturalGasDrivenPneumaticPumpsDetails,1.7,25.676192,0.0,Yes,"COUNT:  Engineering Calculation.   Used data from the company’s current Asset Inventory process, and available bleed rate data. 01/01/2011 – 12/31/2011.GHGi:  Other Company Records:  Used representative gas analyses at the basin level. 01/01/2011 – 12/31/2011.TIME:  Engineering Calculation.  Used monthly maximum well run time. 01/01/2011 – 12/31/2011."
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,OtherEmissionsFromEquipmentLeaksDetails,16.3,221.842856,0.0,Yes,GHGi:  Other Company Records:  Used representative gas analyses at the basin level.  01/01/2011 – 12/31/2011.COUNT: Other Company Records. Current company asset inventory data was used to identify major equipment counts and types for fugitive component figures.  01/01/2011 – 12/31/2011.TIME: Engineering Calculation. Used monthly maximum well run times. 01/01/2011 – 12/31/2011.
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,PneumaticDeviceVentingDetails,17.7,247.45238,0.0,Yes,"COUNT:  Engineering Calculation.   Used data from the company’s current Asset Inventory process, and available bleed rate data. 01/01/2011 – 12/31/2011.GHGi:  Other Company Records:  Used representative gas analyses at the basin level. 01/01/2011 – 12/31/2011.TIME:  Engineering Calculation.  Used monthly maximum well run time. 01/01/2011 – 12/31/2011."
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,ReciprocatingCompressorsDetails,0.0,2.909524,0.0,Yes,GHGi:  Other Company Records:  Used representative gas analyses at the basin level.  01/01/2011 – 12/31/2011.COUNT: Other Company Records.  Current company asset inventory data was used for company-owned equipment. Other records were used to determine leased equipment counts. 01/01/2011 – 12/31/2011.
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellCompletionsWorkoversDetails,0.8,11.738096,0.0,Yes,"WELLS WITH HYDRAULIC FRACTURING: GHGi:  Other Company Records:  Used representative gas analyses at the basin level.  01/01/2011 – 12/31/2011.W (COUNT): Other Company Records. Used available company data to determine completion & workover jobs with hydraulic fracturing.  01/01/2011 – 12/31/2011.Tp: CUMULATIVE TIME OF BACKFLOW IN HOURS FOR EACH WELL (duration): Engineering Calculations. Used Engineering Calculations based on company and industry data to determine flowback durations and routing for completion and workover jobs with hydraulic fracturing. 01/01/2011 – 12/31/2011.FRM: Other Company Records. Used available job and production data to calculate ratio of backflow to daily production rate on jobs with hydraulic fracturing. 01/01/2011 – 12/31/2011.PRp (PRODUTION AVERAGE): Other Company Records. Used available production data to calculate first 30-day production average. 01/01/2011 – 12/31/2011.EnFp (NITROGEN & CARBON DIOXIDE INJECTION VOLUMES):  Other Company Records. Used available job data to determine CO2 and N2 injection volumes. 01/01/2011 – 12/31/2011.SGp (GAS VOLUMES / FLOWBACK): Engineering Calculations & Other Company Records. Used available company job and production data as well as industry data to calculate gas volumes recovered during flowback. 01/01/2011 – 12/31/2011.APPLICABILITY: (Workover or completion). Other Company Records. Used available job data to determine job types. 01/01/2011 – 12/31/2011.WELLS WITHOUT HYDRAULIC FRACTURING: GHGi:  Other Company Records:  Used representative gas analyses at the basin level. 01/01/2011 – 12/31/2011.Nwo, f (COUNT): Other Company Records. Used available company data to determine completion & workover jobs without hydraulic fracturing.  01/01/2011 – 12/31/2011.Tp: CUMULATIVE VENTING TIME "
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellTestingDetails,0.0,0.0,0.0,No,
230 Arkla Basin DEC,1008121,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellVentingDetails,7.8,105.619048,0.0,Yes,"WELLS WITHOUT PLUNGER LIFT: GHGi:  Other Company Records:  Used representative gas analyses at the basin level.  01/01/2011 – 12/31/2011.W (COUNT):  Other Company Records:  Reported at the basin level for individual facilities from available company records, using data captured from a time sample of unloading events, and extrapolated to represent the rest of the reporting year. 01/01/2011 – 12/31/2011.Vp: NUMBER OF EVENTS PER YEAR PER WELL:  Other Company Records.  Used data captured from a time sample of unloading events, and extrapolated to represent the rest of the reporting year. 01/01/2011 – 12/31/2011.CDp (Casing Internal Diameter):  Engineering Calculation:  Applied actual figures for facilities where data was available. Used Engineering Calculations for wells without documented casing diameters. 01/01/2011 – 12/31/2011.WDp (WELL DEPTH):  Engineering Calculation:  Applied actual figures for facilities where data was available. Used Engineering Calculations for wells where documented well depth was not available. (Packer) 01/01/2011 – 12/31/2011.SPp: PRESSURE: Other Company Records. Used documented pressures for facilities where data was available. Used Engineering Calculations for wells without documented pressure. 01/01/2011 – 12/31/2011.SFRp:  FLOW-LINE RATE, TOTAL PRODUCTION, RUN TIME: Engineering Calculation. Used average flow-line rate of gas/well (2011 total production / 2011 total run time per well). 01/01/2011 – 12/31/2011.HRp,q: Other Company Records. Used actual figures where data was logged. Used Engineering Calculations to determine duration of unloading events. 01/01/2011 – 12/31/2011.WELLS WITH PLUNGER LIFT GHGi:  Other Company Records:  Representative gas analyses at the basin level.  01/01/2011 – 12/31/2011.W (COUNT):  Other Co"
230 Arkla Basin QEP Energy Company,1009283,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AcidGasRemovalUnitsDetails,0.0,0.0,0.0,No,
230 Arkla Basin QEP Energy Company,1009283,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AssociatedGasVentingFlaringDetails,0.0,0.0,0.0,No,
230 Arkla Basin QEP Energy Company,1009283,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AtmosphericTanksDetails,26.7,90.271428,0.0,No,
230 Arkla Basin QEP Energy Company,1009283,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CentrifugalCompressorsDetails,0.0,0.0,0.0,No,
230 Arkla Basin QEP Energy Company,1009283,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CombustionEmissionsDetails,75214.5,28.780952,0.5180644295,No,
230 Arkla Basin QEP Energy Company,1009283,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,DehydratorsDetails,0.0,0.0,0.0,No,
230 Arkla Basin QEP Energy Company,1009283,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryHydrocarbonLiquidsDissolvedDetails,0.0,0.0,0.0,No,
230 Arkla Basin QEP Energy Company,1009283,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryInjectionPumpBlowdownDetails,0.0,0.0,0.0,,
230 Arkla Basin QEP Energy Company,1009283,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,FlareStacksDetails,0.0,0.0,0.0,No,
230 Arkla Basin QEP Energy Company,1009283,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,NaturalGasDrivenPneumaticPumpsDetails,233.2,3695.738096,0.0,No,
230 Arkla Basin QEP Energy Company,1009283,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,OtherEmissionsFromEquipmentLeaksDetails,54.9,847.2,0.0,No,
230 Arkla Basin QEP Energy Company,1009283,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,PneumaticDeviceVentingDetails,266.4,4066.342856,0.0,No,
230 Arkla Basin QEP Energy Company,1009283,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,ReciprocatingCompressorsDetails,0.0,3.819048,0.0,No,
230 Arkla Basin QEP Energy Company,1009283,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellCompletionsWorkoversDetails,0.0,0.009524,0.0,No,The volume input for equation 10-B was not metered - an estimated volume was used based on best available data.
230 Arkla Basin QEP Energy Company,1009283,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellTestingDetails,0.0,0.0,0.0,No,
