Facility Id,FRS Id,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Unit Name,General Fuel Type,Specific Fuel Type,Other Fuel Name,Blend Fuel Name,Fuel Methane (CH4) emissions (mt CO2e),Fuel Nitrous Oxide (N2O) emissions (mt CO2e),FacilityID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,UrbanRural
1006080,110027360399.0,322110,C,Pulp and Paper,CP-1,Natural Gas,Natural Gas (Weighted U.S. Average),,,11.5,13.708,1006080,ADM SOUTHERN CELLULOSE PROD.IN,103 W 45TH ST,CHATTANOOGA,TN,37410.0,34.997921,-85.318581,HAMILTON COUNTY,322110,,
1006080,110027360399.0,322110,C,Pulp and Paper,GP-1,Petroleum Products,Distillate Fuel Oil No. 2,,,0.5,1.192,1006080,ADM SOUTHERN CELLULOSE PROD.IN,103 W 45TH ST,CHATTANOOGA,TN,37410.0,34.997921,-85.318581,HAMILTON COUNTY,322110,,
1006080,110027360399.0,322110,C,Pulp and Paper,GP-1,Petroleum Products,Distillate Fuel Oil No. 2,,,0.25,0.894,1006080,ADM SOUTHERN CELLULOSE PROD.IN,103 W 45TH ST,CHATTANOOGA,TN,37410.0,34.997921,-85.318581,HAMILTON COUNTY,322110,,
1006080,110027360399.0,322110,C,Pulp and Paper,CP-1,Natural Gas,Natural Gas (Weighted U.S. Average),,,11.0,13.112,1006080,ADM SOUTHERN CELLULOSE PROD.IN,103 W 45TH ST,CHATTANOOGA,TN,37410.0,34.997921,-85.318581,HAMILTON COUNTY,322110,,
1006080,110027360399.0,322110,C,Pulp and Paper,CP-1,Natural Gas,Natural Gas (Weighted U.S. Average),,,11.75,14.006,1006080,ADM SOUTHERN CELLULOSE PROD.IN,103 W 45TH ST,CHATTANOOGA,TN,37410.0,34.997921,-85.318581,HAMILTON COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",Rental Boiler #1,Natural Gas,Natural Gas (Weighted U.S. Average),,,3.5,4.172,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",Rental Boiler #2,Natural Gas,Natural Gas (Weighted U.S. Average),,,1.5,1.788,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X001,Natural Gas,Natural Gas (Weighted U.S. Average),,,8.25,9.834,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X001,Other,spent liquor solids,,,487.75,1285.572,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X001,Petroleum Products,Distillate Fuel Oil No. 2,,,0.25,0.596,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X003,Natural Gas,Natural Gas (Weighted U.S. Average),,,58.5,0.0,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X012,Natural Gas,Natural Gas (Weighted U.S. Average),,,5.0,5.96,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X012,Other,spent liquor solids,,,622.5,1640.192,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X012,Petroleum Products,Distillate Fuel Oil No. 2,,,0.0,0.0,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X014,Natural Gas,Natural Gas (Weighted U.S. Average),,,74.25,0.0,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X017,Natural Gas,Natural Gas (Weighted U.S. Average),,,1.5,1.788,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X017,Other,Wood and Wood Residuals (dry basis),,,61.0,363.262,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X030,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.75,0.894,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",Z008,Natural Gas,Natural Gas (Weighted U.S. Average),,,27.0,32.184,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",Z008,Other,Wood and Wood Residuals (dry basis),,,624.75,3722.914,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",Rental Boiler #1,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.75,0.894,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",Rental Boiler #2,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.75,0.894,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X001,Natural Gas,Natural Gas (Weighted U.S. Average),,,9.0,10.728,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X001,Other,spent liquor solids,,,446.5,1176.504,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X001,Petroleum Products,Distillate Fuel Oil No. 2,,,0.5,0.894,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X003,Natural Gas,Natural Gas (Weighted U.S. Average),,,19.75,23.542,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X012,Natural Gas,Natural Gas (Weighted U.S. Average),,,7.75,9.238,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X012,Other,spent liquor solids,,,590.0,1554.368,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X014,Natural Gas,Natural Gas (Weighted U.S. Average),,,25.75,30.694,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X017,Natural Gas,Natural Gas (Weighted U.S. Average),,,4.75,5.662,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X017,Other,Wood and Wood Residuals (dry basis),,,70.25,418.094,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X030,Natural Gas,Natural Gas (Weighted U.S. Average),,,1.0,1.192,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",Z008,Natural Gas,Natural Gas (Weighted U.S. Average),,,24.25,28.906,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",Z008,Other,Wood and Wood Residuals (dry basis),,,461.5,2750.54,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X001,Natural Gas,Natural Gas (Weighted U.S. Average),,,9.75,11.622,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X001,Other,spent liquor solids,,,451.25,1188.722,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X003,Natural Gas,Natural Gas (Weighted U.S. Average),,,47.5,0.0,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X003,Petroleum Products,Distillate Fuel Oil No. 2,,,0.0,0.0,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X012,Natural Gas,Natural Gas (Weighted U.S. Average),,,11.0,13.112,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X012,Other,spent liquor solids,,,551.25,1452.452,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X012,Petroleum Products,Distillate Fuel Oil No. 2,,,0.5,1.192,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X014,Natural Gas,Natural Gas (Weighted U.S. Average),,,66.0,0.0,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X014,Petroleum Products,Distillate Fuel Oil No. 2,,,0.0,0.0,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X017,Natural Gas,Natural Gas (Weighted U.S. Average),,,4.5,5.364,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X017,Other,Wood and Wood Residuals (dry basis),,,75.0,447.0,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",Z008,Natural Gas,Natural Gas (Weighted U.S. Average),,,23.5,28.012,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",Z008,Other,Wood and Wood Residuals (dry basis),,,574.75,3426.106,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X001,Other,spent liquor solids,,,415.75,1095.746,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X003,Natural Gas,Natural Gas (Weighted U.S. Average),,,43.5,0.0,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X003,Petroleum Products,Distillate Fuel Oil No. 2,,,0.25,0.0,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X012,Natural Gas,Natural Gas (Weighted U.S. Average),,,4.75,5.662,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X012,Other,spent liquor solids,,,603.25,1589.234,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X012,Petroleum Products,Distillate Fuel Oil No. 2,,,1.0,2.086,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X014,Natural Gas,Natural Gas (Weighted U.S. Average),,,64.0,0.0,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X017,Natural Gas,Natural Gas (Weighted U.S. Average),,,5.0,5.96,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X017,Other,Wood and Wood Residuals (dry basis),,,74.75,444.914,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X017,Petroleum Products,Distillate Fuel Oil No. 2,,,0.0,0.0,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",Z008,Natural Gas,Natural Gas (Weighted U.S. Average),,,18.25,21.754,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",Z008,Other,Wood and Wood Residuals (dry basis),,,623.5,3715.762,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X001,Natural Gas,Natural Gas (Weighted U.S. Average),,,8.5,10.132,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X001,Other,spent liquor solids,,,481.5,1268.884,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X001,Petroleum Products,Distillate Fuel Oil No. 2,,,4.75,11.026,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X003,Natural Gas,Natural Gas (Weighted U.S. Average),,,47.0,0.0,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X003,Petroleum Products,Distillate Fuel Oil No. 2,,,0.5,0.0,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X012,Natural Gas,Natural Gas (Weighted U.S. Average),,,9.25,11.026,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X012,Other,spent liquor solids,,,648.5,1708.732,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X012,Petroleum Products,Distillate Fuel Oil No. 2,,,2.5,5.96,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X014,Natural Gas,Natural Gas (Weighted U.S. Average),,,64.75,0.0,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X017,Natural Gas,Natural Gas (Weighted U.S. Average),,,6.5,7.748,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X017,Other,Wood and Wood Residuals (dry basis),,,77.5,461.304,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",Z008,Natural Gas,Natural Gas (Weighted U.S. Average),,,22.0,26.224,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",Z008,Other,Wood and Wood Residuals (dry basis),,,682.0,4064.72,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",Z008,Petroleum Products,Distillate Fuel Oil No. 2,,,0.25,0.596,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X001,Natural Gas,Natural Gas (Weighted U.S. Average),,,6.75,8.046,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X001,Other,spent liquor solids,,,429.5,1132.102,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
1007917,110000589612.0,322110,"AA,C,TT","Pulp and Paper, Waste",X001,Petroleum Products,Distillate Fuel Oil No. 2,,,2.25,5.364,1007917,"ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470.0,31.580112,-87.490073,MONROE COUNTY,322110,,
