GHGAS_LINEAR_CHEMICAL_FORMULA,FACILITY_ID,OTHER_GHGAS_LINEAR_CHEMFORM,GROUP_OF_FLUORINATED_GHG,OTHER_GHGAS_CAS_REGISTRY_NUM,OTHERGHGASNAME,GHGASNAME,REPORTING_YEAR,FACILITY_NAME,GHGASQUANTITY,GHGAS_CAS_REGISTRY_NUMBER
"C4F9OC2H5, (CF3)2CFCF2OC2H5",1010083,,,,,"HFE-569sf2, (HFE-7200) Isomer blend",2017,NXP Semiconductors Chandler Site,0.114,"163702-05-4, 163702-06-5"
"C4F9OC2H5, (CF3)2CFCF2OC2H5",1010141,,,,,"HFE-569sf2, (HFE-7200) Isomer blend",2017,Cypress Semiconductor,0.0566,"163702-05-4, 163702-06-5"
"C4F9OC2H5, (CF3)2CFCF2OC2H5",1010586,,,,,"HFE-569sf2, (HFE-7200) Isomer blend",2017,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.015,"163702-05-4, 163702-06-5"
"C4F9OC2H5, (CF3)2CFCF2OC2H5",1012992,,,,,"HFE-569sf2, (HFE-7200) Isomer blend",2017,Aptina LLC,0.24,"163702-05-4, 163702-06-5"
"C4F9OCH3, (CF3)2CFCF2OCH3",1003726,,,,,"HFE-449sl, (HFE-7100) Isomer blend",2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.2042,"163702-07-6, 163702-08-7"
"C4F9OCH3, (CF3)2CFCF2OCH3",1003945,,,,,"HFE-449sl, (HFE-7100) Isomer blend",2017,TEXAS INSTRUMENTS NORTH CAMPUS,0.045,"163702-07-6, 163702-08-7"
"C4F9OCH3, (CF3)2CFCF2OCH3",1003997,,,,,"HFE-449sl, (HFE-7100) Isomer blend",2017,INTEL CORPORATION - RIO RANCHO FACILITY,0.041,"163702-07-6, 163702-08-7"
"C4F9OCH3, (CF3)2CFCF2OCH3",1004006,,,,,"HFE-449sl, (HFE-7100) Isomer blend",2017,INTEL CORPORATION RONLER ACRES CAMPUS,0.13,"163702-07-6, 163702-08-7"
"C4F9OCH3, (CF3)2CFCF2OCH3",1004325,,,,,"HFE-449sl, (HFE-7100) Isomer blend",2017,"MICRON TECHNOLOGY, INC.",0.0604,"163702-07-6, 163702-08-7"
"C4F9OCH3, (CF3)2CFCF2OCH3",1004371,,,,,"HFE-449sl, (HFE-7100) Isomer blend",2017,INTEL CORPORATION - Ocotillo Campus,0.27,"163702-07-6, 163702-08-7"
"C4F9OCH3, (CF3)2CFCF2OCH3",1010241,,,,,"HFE-449sl, (HFE-7100) Isomer blend",2017,Honeywell Aerospace - Plymouth,0.2776,"163702-07-6, 163702-08-7"
C6F14,1011813,,,,,"PFC-5-1-14 (Perfluorohexane, FC 72)",2017,Qorvo Texas LLC,0.0131,355-42-0
C-C4F8,1000354,,,,,Perfluorocyclobutane,2017,SKYWATER TECHNOLOGY INC,0.0075,115-25-3
C-C4F8,1003726,,,,,Perfluorocyclobutane,2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,1.2653,115-25-3
C-C4F8,1003759,,,,,Perfluorocyclobutane,2017,"Analog Devices, Inc./ Wilmington Manufacturing",0.0311,115-25-3
C-C4F8,1003945,,,,,Perfluorocyclobutane,2017,TEXAS INSTRUMENTS NORTH CAMPUS,0.108,115-25-3
C-C4F8,1003997,,,,,Perfluorocyclobutane,2017,INTEL CORPORATION - RIO RANCHO FACILITY,0.182,115-25-3
C-C4F8,1004006,,,,,Perfluorocyclobutane,2017,INTEL CORPORATION RONLER ACRES CAMPUS,0.256,115-25-3
C-C4F8,1004300,,,,,Perfluorocyclobutane,2017,Onsemi East Fishkill Facility,0.0051,115-25-3
C-C4F8,1004325,,,,,Perfluorocyclobutane,2017,"MICRON TECHNOLOGY, INC.",0.0,115-25-3
C-C4F8,1004371,,,,,Perfluorocyclobutane,2017,INTEL CORPORATION - Ocotillo Campus,0.339,115-25-3
C-C4F8,1004746,,,,,Perfluorocyclobutane,2017,ANALOG DEVICES,0.0015,115-25-3
C-C4F8,1004883,,,,,Perfluorocyclobutane,2017,MICROCHIP TECHNOLOGY INC,0.009,115-25-3
C-C4F8,1007527,,,,,Perfluorocyclobutane,2017,ON Semiconductor,0.0533,115-25-3
C-C4F8,1008059,,,,,Perfluorocyclobutane,2017,Texas Instruments Richardson,0.034,115-25-3
C-C4F8,1008262,,,,,Perfluorocyclobutane,2017,"Jireh Semiconductor, Inc.",0.291,115-25-3
C-C4F8,1008734,,,,,Perfluorocyclobutane,2017,Avago Technologies,0.0742,115-25-3
C-C4F8,1008768,,,,,Perfluorocyclobutane,2017,Microchip Technology Inc.,0.0111,115-25-3
C-C4F8,1008930,,,,,Perfluorocyclobutane,2017,LA Semiconductor,0.0281,115-25-3
C-C4F8,1009361,,,,,Perfluorocyclobutane,2017,WaferTech LLC,0.4719,115-25-3
C-C4F8,1009556,,,,,Perfluorocyclobutane,2017,Texas Instruments- Lehi Fab,0.3079,115-25-3
C-C4F8,1009580,,,,,Perfluorocyclobutane,2017,Fairchild Semiconductor,0.18,115-25-3
C-C4F8,1009581,,,,,Perfluorocyclobutane,2017,Diodes US Manufacturing Incorporated,0.2492,115-25-3
C-C4F8,1009792,,,,,Perfluorocyclobutane,2017,Microchip Technology,0.0539,115-25-3
C-C4F8,1009805,,,,,Perfluorocyclobutane,2017,"Micron Technology, Inc.",0.258,115-25-3
C-C4F8,1009807,,,,,Perfluorocyclobutane,2017,Polar Semiconductor LLC,0.0074,115-25-3
C-C4F8,1009872,,,,,Perfluorocyclobutane,2017,Samsung Austin Semiconductor,0.2771,115-25-3
C-C4F8,1009928,,,,,Perfluorocyclobutane,2017,TSI SEMICONDUCTORS LLC,0.033,115-25-3
C-C4F8,1009982,,,,,Perfluorocyclobutane,2017,Analog Devices Inc,0.0015,115-25-3
C-C4F8,1010005,,,,,Perfluorocyclobutane,2017,Tower Semiconductor,0.021,115-25-3
C-C4F8,1010066,,,,,Perfluorocyclobutane,2017,NXP Semiconductors - EB site,0.0711,115-25-3
C-C4F8,1010067,,,,,Perfluorocyclobutane,2017,NXP Semiconductors - OH site,0.1819,115-25-3
C-C4F8,1010083,,,,,Perfluorocyclobutane,2017,NXP Semiconductors Chandler Site,0.0105,115-25-3
C-C4F8,1010139,,,,,Perfluorocyclobutane,2017,Newport Fab LLC (dba TowerJazz),0.0511,115-25-3
C-C4F8,1010141,,,,,Perfluorocyclobutane,2017,Cypress Semiconductor,0.623,115-25-3
C-C4F8,1010208,,,,,Perfluorocyclobutane,2017,Texas Instruments Incorporated - Maine Fab,0.0382,115-25-3
C-C4F8,1010241,,,,,Perfluorocyclobutane,2017,Honeywell Aerospace - Plymouth,0.0076,115-25-3
C-C4F8,1010586,,,,,Perfluorocyclobutane,2017,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.0097,115-25-3
C-C4F8,1012448,,,,,Perfluorocyclobutane,2017,Wolfspeed RTP,0.0064,115-25-3
c-C5F8,1000354,,,,,PFC C-1418,2017,SKYWATER TECHNOLOGY INC,0.0029,559-40-0
c-C5F8,1003726,,,,,PFC C-1418,2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.04,559-40-0
c-C5F8,1003759,,,,,PFC C-1418,2017,"Analog Devices, Inc./ Wilmington Manufacturing",0.0003,559-40-0
c-C5F8,1003945,,,,,PFC C-1418,2017,TEXAS INSTRUMENTS NORTH CAMPUS,0.1161,559-40-0
c-C5F8,1003997,,,,,PFC C-1418,2017,INTEL CORPORATION - RIO RANCHO FACILITY,0.003,559-40-0
c-C5F8,1004300,,,,,PFC C-1418,2017,Onsemi East Fishkill Facility,0.0001,559-40-0
c-C5F8,1004371,,,,,PFC C-1418,2017,INTEL CORPORATION - Ocotillo Campus,0.001,559-40-0
c-C5F8,1004746,,,,,PFC C-1418,2017,ANALOG DEVICES,0.0004,559-40-0
c-C5F8,1004883,,,,,PFC C-1418,2017,MICROCHIP TECHNOLOGY INC,0.033,559-40-0
c-C5F8,1005759,,,,,PFC C-1418,2017,"Wolfspeed, Inc",0.0021,559-40-0
c-C5F8,1007527,,,,,PFC C-1418,2017,ON Semiconductor,0.0004,559-40-0
c-C5F8,1008059,,,,,PFC C-1418,2017,Texas Instruments Richardson,0.112,559-40-0
c-C5F8,1008262,,,,,PFC C-1418,2017,"Jireh Semiconductor, Inc.",0.007,559-40-0
c-C5F8,1008734,,,,,PFC C-1418,2017,Avago Technologies,0.0046,559-40-0
c-C5F8,1008768,,,,,PFC C-1418,2017,Microchip Technology Inc.,0.0072,559-40-0
c-C5F8,1008930,,,,,PFC C-1418,2017,LA Semiconductor,0.0025,559-40-0
c-C5F8,1009361,,,,,PFC C-1418,2017,WaferTech LLC,0.0064,559-40-0
c-C5F8,1009580,,,,,PFC C-1418,2017,Fairchild Semiconductor,0.01,559-40-0
c-C5F8,1009581,,,,,PFC C-1418,2017,Diodes US Manufacturing Incorporated,0.0011,559-40-0
c-C5F8,1009735,,,,,PFC C-1418,2017,"Skyworks Solutions, Inc.",0.0005,559-40-0
c-C5F8,1009738,,,,,PFC C-1418,2017,X-FAB Texas Inc.,0.0014,559-40-0
c-C5F8,1009792,,,,,PFC C-1418,2017,Microchip Technology,0.0326,559-40-0
c-C5F8,1009807,,,,,PFC C-1418,2017,Polar Semiconductor LLC,0.0028,559-40-0
c-C5F8,1009928,,,,,PFC C-1418,2017,TSI SEMICONDUCTORS LLC,0.003,559-40-0
c-C5F8,1009951,,,,,PFC C-1418,2017,Infineon Technologies Americas Corp,0.0009,559-40-0
c-C5F8,1009982,,,,,PFC C-1418,2017,Analog Devices Inc,0.0018,559-40-0
c-C5F8,1010005,,,,,PFC C-1418,2017,Tower Semiconductor,0.0126,559-40-0
c-C5F8,1010033,,,,,PFC C-1418,2017,QORVO,0.0002,559-40-0
c-C5F8,1010066,,,,,PFC C-1418,2017,NXP Semiconductors - EB site,0.0085,559-40-0
c-C5F8,1010067,,,,,PFC C-1418,2017,NXP Semiconductors - OH site,0.0142,559-40-0
c-C5F8,1010083,,,,,PFC C-1418,2017,NXP Semiconductors Chandler Site,0.0039,559-40-0
c-C5F8,1010134,,,,,PFC C-1418,2017,Texas Instruments - Sherman,0.002,559-40-0
c-C5F8,1010139,,,,,PFC C-1418,2017,Newport Fab LLC (dba TowerJazz),0.0046,559-40-0
c-C5F8,1010141,,,,,PFC C-1418,2017,Cypress Semiconductor,0.01,559-40-0
c-C5F8,1010208,,,,,PFC C-1418,2017,Texas Instruments Incorporated - Maine Fab,0.0056,559-40-0
c-C5F8,1010241,,,,,PFC C-1418,2017,Honeywell Aerospace - Plymouth,0.0001,559-40-0
c-C5F8,1010254,,,,,PFC C-1418,2017,"Qorvo US, Inc.",0.0002,559-40-0
c-C5F8,1010579,,,,,PFC C-1418,2017,General Motors Components Holdings LLC,0.0004,559-40-0
c-C5F8,1011813,,,,,PFC C-1418,2017,Qorvo Texas LLC,0.0005,559-40-0
c-C5F8,1011826,,,,,PFC C-1418,2017,"Diodes Fabtech, Inc",0.2939,559-40-0
c-C5F8,1011887,,,,,PFC C-1418,2017,Renesas Electronics America Inc.,0.0003,559-40-0
c-C5F8,1012448,,,,,PFC C-1418,2017,Wolfspeed RTP,0.0011,559-40-0
CF2=CFCF=CF2,1000354,,,,,"Perfluorobuta-1,3-diene",2017,SKYWATER TECHNOLOGY INC,0.001,685-63-2
CF2=CFCF=CF2,1003945,,,,,"Perfluorobuta-1,3-diene",2017,TEXAS INSTRUMENTS NORTH CAMPUS,0.0002,685-63-2
CF2=CFCF=CF2,1003997,,,,,"Perfluorobuta-1,3-diene",2017,INTEL CORPORATION - RIO RANCHO FACILITY,0.028,685-63-2
CF2=CFCF=CF2,1004006,,,,,"Perfluorobuta-1,3-diene",2017,INTEL CORPORATION RONLER ACRES CAMPUS,0.038,685-63-2
CF2=CFCF=CF2,1004300,,,,,"Perfluorobuta-1,3-diene",2017,Onsemi East Fishkill Facility,0.001,685-63-2
CF2=CFCF=CF2,1004371,,,,,"Perfluorobuta-1,3-diene",2017,INTEL CORPORATION - Ocotillo Campus,0.049,685-63-2
CF2=CFCF=CF2,1008059,,,,,"Perfluorobuta-1,3-diene",2017,Texas Instruments Richardson,0.0032,685-63-2
CF2=CFCF=CF2,1009556,,,,,"Perfluorobuta-1,3-diene",2017,Texas Instruments- Lehi Fab,0.1515,685-63-2
CF2=CFCF=CF2,1009805,,,,,"Perfluorobuta-1,3-diene",2017,"Micron Technology, Inc.",0.3571,685-63-2
CF2=CFCF=CF2,1009872,,,,,"Perfluorobuta-1,3-diene",2017,Samsung Austin Semiconductor,0.1763,685-63-2
CF2=CFCF=CF2,1010066,,,,,"Perfluorobuta-1,3-diene",2017,NXP Semiconductors - EB site,0.0127,685-63-2
CF2=CFCF=CF2,1010139,,,,,"Perfluorobuta-1,3-diene",2017,Newport Fab LLC (dba TowerJazz),0.0309,685-63-2
CF2=CFCF=CF2,1010141,,,,,"Perfluorobuta-1,3-diene",2017,Cypress Semiconductor,0.017,685-63-2
CF2=CFCF=CF2,1010586,,,,,"Perfluorobuta-1,3-diene",2017,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.0025,685-63-2
CF3OCF(CF3)CF2OCF2OCF3,1003726,,,,,PFPMIE (HT-70),2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.1141,69991-67-9 (b)
CF3OCF(CF3)CF2OCF2OCF3,1003945,,,,,PFPMIE (HT-70),2017,TEXAS INSTRUMENTS NORTH CAMPUS,0.25,69991-67-9 (b)
CF3OCF(CF3)CF2OCF2OCF3,1004325,,,,,PFPMIE (HT-70),2017,"MICRON TECHNOLOGY, INC.",0.025,69991-67-9 (b)
CF3OCF(CF3)CF2OCF2OCF3,1004412,,,,,PFPMIE (HT-70),2017,GE GLOBAL RESEARCH CENTER,0.0,69991-67-9 (b)
CF3OCF(CF3)CF2OCF2OCF3,1004883,,,,,PFPMIE (HT-70),2017,MICROCHIP TECHNOLOGY INC,0.322,69991-67-9 (b)
CF4,1000354,,,,,PFC-14 (Perfluoromethane),2017,SKYWATER TECHNOLOGY INC,2.708,75-73-0
CF4,1003726,,,,,PFC-14 (Perfluoromethane),2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,5.8404,75-73-0
CF4,1003759,,,,,PFC-14 (Perfluoromethane),2017,"Analog Devices, Inc./ Wilmington Manufacturing",0.715,75-73-0
CF4,1003945,,,,,PFC-14 (Perfluoromethane),2017,TEXAS INSTRUMENTS NORTH CAMPUS,28.1385,75-73-0
CF4,1003997,,,,,PFC-14 (Perfluoromethane),2017,INTEL CORPORATION - RIO RANCHO FACILITY,2.187,75-73-0
CF4,1004006,,,,,PFC-14 (Perfluoromethane),2017,INTEL CORPORATION RONLER ACRES CAMPUS,6.755,75-73-0
CF4,1004300,,,,,PFC-14 (Perfluoromethane),2017,Onsemi East Fishkill Facility,1.3958,75-73-0
CF4,1004325,,,,,PFC-14 (Perfluoromethane),2017,"MICRON TECHNOLOGY, INC.",0.2389,75-73-0
CF4,1004371,,,,,PFC-14 (Perfluoromethane),2017,INTEL CORPORATION - Ocotillo Campus,10.274,75-73-0
CF4,1004412,,,,,PFC-14 (Perfluoromethane),2017,GE GLOBAL RESEARCH CENTER,0.004,75-73-0
CF4,1004746,,,,,PFC-14 (Perfluoromethane),2017,ANALOG DEVICES,0.5005,75-73-0
CF4,1004883,,,,,PFC-14 (Perfluoromethane),2017,MICROCHIP TECHNOLOGY INC,4.452,75-73-0
CF4,1005759,,,,,PFC-14 (Perfluoromethane),2017,"Wolfspeed, Inc",4.402,75-73-0
CF4,1007527,,,,,PFC-14 (Perfluoromethane),2017,ON Semiconductor,2.1887,75-73-0
CF4,1008059,,,,,PFC-14 (Perfluoromethane),2017,Texas Instruments Richardson,5.8121,75-73-0
CF4,1008262,,,,,PFC-14 (Perfluoromethane),2017,"Jireh Semiconductor, Inc.",3.333,75-73-0
CF4,1008734,,,,,PFC-14 (Perfluoromethane),2017,Avago Technologies,1.8487,75-73-0
CF4,1008768,,,,,PFC-14 (Perfluoromethane),2017,Microchip Technology Inc.,2.444,75-73-0
