TIER_1_METHOD_EQUATION,TIER_1_CO2_EMISSIONS,TIER_3_CH4_EMISSIONS,TIER_3_N2O_EMISSIONS,TIER_1_CH4_EMISSIONS,TIER_3_CO2_EMISSIONS,PCT_HEAT_INPUT_COMBUSTED_SUB,TIER3_MOL_DETERMIN_NUMBER,TIER_2_END_DATE,TIER_3_METHOD_EQUATION,TIER_3_START_DATE,FUEL_TYPE_BLEND,UNIT_NAME,TIER_1_N2O_EMISSIONS,REPORTING_YEAR,TIER3_MOL_DETERMIN_FREQ,PCT_HEAT_INPUT_COMBUSTED,TIER_2_START_DATE,TIER3_CARBON_DETERMIN_NUM_VALI,TIER_1_CH4_EMISSIONS_CO2E,TIER_1_N2O_EMISSIONS_CO2E,TIER_2_HHV_DETERMIN_FREQUENCY,TIER3_CARBON_DETERMIN_FREQUENC,TIER_3_CH4_EMISSIONS_CO2E,TIER_2_CH4_EMISSIONS,TIER_2_CH4_EMISSIONS_CO2E,TIER_2_METHOD_EQUATION,TIER_2_N2O_EMISSIONS_CO2E,TIER3_MOL_DETERMIN_NUM_VALID,TIER2_HHV_DETERMIN_FREQ_OTH,PCT_HEAT_INPUT_COMBUSTED_IND,FACILITY_NAME,TIER3_CARBON_DETERMIN_NUM_SUB,TIER_2_CO2_EMISSIONS,TIER_3_END_DATE,TIER_3_OPERATING_HOURS_SUB,TIER_1_START_DATE,TIER_3_N2O_EMISSIONS_CO2E,FACILITY_ID,TIER3_MOL_DETERMIN_FREQ_OTHER,FUEL_TYPE,TIER_1_END_DATE,TIER_2_N2O_EMISSIONS
Tier 1 (Equation C-1),0.0,,,0.0,,,,,,,,Recovery Boiler #2,0.0,2017,,,,,0.0,0.0,,,,,,,,,,,Verso Luke LLC,,,,,2017-01-01-00:0,,1001237,,Distillate Fuel Oil No. 4,2017-12-31-00:0,
Tier 1 (Equation C-1),0.0,,,0.0,,,,,,,,Recovery Boiler #2 (P36),0.0,2017,,,,,0.0,0.0,,,,,,,,,,,WISCONSIN RAPIDS PAPER MILL,,,,,2017-01-01-00:0,,1004874,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),0.0,,,0.0,,,,,,,,Recovery Boiler #3 (P37),0.0,2017,,,,,0.0,0.0,,,,,,,,,,,WISCONSIN RAPIDS PAPER MILL,,,,,2017-01-01-00:0,,1004874,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),0.0,,,0.0,,,,,,,,Recovery Furnace,0.0,2017,,,,,0.0,0.0,,,,,,,,,,,International Paper - New Bern Mill,,,,,2017-01-01-00:0,,1000228,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),0.4,,,0.0,,,,,,,,103A - Lime Kiln,0.0,2017,,0.001,,,0.0,0.0,,,,,,,,,,,APPLETON ROARING SPRING PAPER MFG,,,,,2017-01-01-00:0,,1005669,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),0.5,,,0.0,,,,,,,,8R Boiler (SN26),0.0,2017,,,,,0.0,0.0,,,,,,,,,,,GEORGIA-PACIFIC Crossett LLC,,,,,2017-01-01-00:0,,1007214,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),0.5,,,0.0,,,,,,,,RF1,0.0,2017,,,,,0.0,0.0,,,,,,,,,,,"WestRock CP, LLC - Florence Mill",,,,,2017-01-01-00:0,,1000319,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),1.8,,,0.0,,,,,,,,Recovery Furnace,0.0,2017,,,,,0.0,0.0,,,,,,,,,,,International Paper - New Bern Mill,,,,,2017-01-01-00:0,,1000228,,Liquefied petroleum gases (LPG),2017-12-31-00:0,
Tier 1 (Equation C-1),4.9,,,0.0,,,,,,,,Recovery Boiler #3,0.0,2017,,,,,0.0,0.0,,,,,,,,,,,Pixelle Specialty Solutions,,,,,2017-01-01-00:0,,1004199,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),18.0,,,0.0,,,,,,,,B25,0.0,2017,,,,,0.0,0.0,,,,,,,,,,,PACKAGING CORPORATION OF AMERICA-TOMAHAWK,,,,,2017-01-01-00:0,,1003884,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),23.3,,,0.0,,,,,,,,RF5,0.0,2017,,,,,0.0,0.1,,,,,,,,,,,"WestRock CP, LLC - West Point Mill",,,,,2017-01-01-00:0,,1005579,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),26.5,,,0.0,,,,,,,,Lime Kiln No.5,0.0,2017,,0.0009,,,0.0,0.0,,,,,,,,,,,Blue Ridge Paper Products LLC,,,,,2017-01-01-00:0,,1000230,,Propane,2017-12-31-00:0,
Tier 1 (Equation C-1),26.5,,,0.0,,,,,,,,RB5,0.0,2017,,,,,0.0,0.1,,,,,,,,,,,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",,,,,2017-01-01-00:0,,1002272,,Used Oil,2017-12-31-00:0,
Tier 1 (Equation C-1),28.2,,,0.0,,,,,,,,Lime Kiln,0.0,2017,,0.0008,,,0.0,0.1,,,,,,,,,,,International Paper - New Bern Mill,,,,,2017-01-01-00:0,,1000228,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),28.3,,,0.0,,,,,,,,Lime Kiln No.4,0.0,2017,,0.0014,,,0.0,0.0,,,,,,,,,,,Blue Ridge Paper Products LLC,,,,,2017-01-01-00:0,,1000230,,Propane,2017-12-31-00:0,
Tier 1 (Equation C-1),37.9,,,0.0,,,,,,,,X014,0.0,2017,,0.00054,,,0.0,0.0,,,,,,,,,,,"ALABAMA RIVER CELLULOSE, LLC",,,,,2017-01-01-00:0,,1007917,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),42.8,,,0.0,,,,,,,,RB4,0.0,2017,,,,,0.0,0.1,,,,,,,,,,,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",,,,,2017-01-01-00:0,,1002272,,Used Oil,2017-12-31-00:0,
Tier 1 (Equation C-1),47.2,,,0.0,,,,,,,,Calciner,0.0,2017,,0.0014,,,0.0,0.1,,,,,,,,,,,Pixelle Specialty Solutions,,,,,2017-01-01-00:0,,1004199,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),48.2,,,0.0,,,,,,,,No. 2 Lime Kiln,0.0,2017,,0.0009,,,0.0,0.0,,,,,,,,,,,"WestRock Coated Board, LLC",,,,,2017-01-01-00:0,,1000262,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),48.7,,,0.0,,,,,,,,8 Kraft Recovery Furnace/B08,0.0,2017,,,,,0.0,0.1,,,,,,,,,,,THILMANY MILL,,,,,2017-01-01-00:0,,1002339,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),49.6,,,0.0,,,,,,,,No. 1 Lime Kiln,0.0,2017,,0.001,,,0.0,0.0,,,,,,,,,,,"WestRock Coated Board, LLC",,,,,2017-01-01-00:0,,1000262,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),53.5,,,0.0,,,,,,,,RF4,0.0,2017,,,,,0.1,0.1,,,,,,,,,,,"WestRock CP, LLC - West Point Mill",,,,,2017-01-01-00:0,,1005579,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),62.3,,,0.0,,,,,,,,07-2723,0.0,2017,,0.001,,,0.1,0.0,,,,,,,,,,,New-Indy Catawba LLC,,,,,2017-01-01-00:0,,1000348,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),71.4,,,0.0,,,,,,,,RE01,0.001,2017,,,,,0.1,0.2,,,,,,,,,,,International Paper-Port Wentworth,,,,,2017-01-01-00:0,,1004901,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),86.2,,,0.0,,,,,,,,Lime Kiln,0.0,2017,,0.98,,,0.1,0.0,,,,,,,,,,,Interstate Paper LLC dba DSSmith Riceboro,,,,,2017-01-01-00:0,,1004886,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),113.3,,,0.0,,,,,,,,RB1,0.002,2017,,,,,0.1,0.3,,,,,,,,,,,Cosmopolis Pulp Mill,,,,,2017-01-01-00:0,,1008999,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),190.4,,,0.0,,,,,,,,038 - No. 3 Recovery Boiler,0.0,2017,,,,,0.1,0.1,,,,,,,,,,,APPLETON ROARING SPRING PAPER MFG,,,,,2017-01-01-00:0,,1005669,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),194.2,,,0.01,,,,,,,,RF1,0.002,2017,,,,,0.2,0.5,,,,,,,,,,,"WestRock CP, LLC--Hopewell Mill (Formerly RockTenn)",,,,,2017-01-01-00:0,,1008708,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),196.7,,,0.01,,,,,,,,LIme Kiln,0.002,2017,,0.99,,,0.2,0.6,,,,,,,,,,,CASCADE PACIFIC PULP HALSEY PULP MILL,,,,,2017-01-01-00:0,,1004017,,Propane Gas,2017-12-31-00:0,
Tier 1 (Equation C-1),198.2,,,0.01,,,,,,,,X001,0.002,2017,,,,,0.2,0.5,,,,,,,,,,,"ALABAMA RIVER CELLULOSE, LLC",,,,,2017-01-01-00:0,,1007917,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),269.0,,,0.01,,,,,,,,X003,0.0,2017,,0.0056,,,0.2,0.0,,,,,,,,,,,"ALABAMA RIVER CELLULOSE, LLC",,,,,2017-01-01-00:0,,1007917,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),293.8,,,0.01,,,,,,,,RB2,0.002,2017,,,,,0.3,0.7,,,,,,,,,,,Cosmopolis Pulp Mill,,,,,2017-01-01-00:0,,1008999,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),319.8,,,0.01,,,,,,,,09-PU-004,0.0,2017,,0.01,,,0.3,0.0,,,,,,,,,,,"WestRock Kraft Paper, LLC",,,,,2017-01-01-00:0,,1000166,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),367.2,,,0.02,,,,,,,,Recovery Furnace No.10,0.004,2017,,,,,0.4,1.0,,,,,,,,,,,Blue Ridge Paper Products LLC,,,,,2017-01-01-00:0,,1000230,,Propane,2017-12-31-00:0,
Tier 1 (Equation C-1),386.2,,,0.01,,,,,,,,LIme Kiln,0.0,2017,,0.99,,,0.3,0.0,,,,,,,,,,,CASCADE PACIFIC PULP HALSEY PULP MILL,,,,,2017-01-01-00:0,,1004017,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),419.1,,,0.02,,,,,,,,LK1,0.0,2017,,0.02,,,0.5,0.0,,,,,,,,,,,Sylvamo Ticonderoga Mill,,,,,2017-01-01-00:0,,1006885,,Propane,2017-12-31-00:0,
Tier 1 (Equation C-1),425.0,,,0.02,,,,,,,,A Lime Kiln,0.0,2017,,0.05,,,0.4,0.0,,,,,,,,,,,PIXELLE ANDROSCOGGIN LLC,,,,,2017-01-01-00:0,,1000593,,Used Oil,2017-12-31-00:0,
Tier 1 (Equation C-1),460.7,,,0.02,,,,,,,,LK1,0.004,2017,,0.014,,,0.5,1.1,,,,,,,,,,,"WestRock CP, LLC--Hopewell Mill (Formerly RockTenn)",,,,,2017-01-01-00:0,,1008708,,Used Oil,2017-12-31-00:0,
Tier 1 (Equation C-1),485.1,,,0.02,,,,,,,,Recovery Furnace No.11,0.005,2017,,,,,0.6,1.4,,,,,,,,,,,Blue Ridge Paper Products LLC,,,,,2017-01-01-00:0,,1000230,,Propane,2017-12-31-00:0,
Tier 1 (Equation C-1),590.9,,,0.02,,,,,,,,RF3,0.005,2017,,,,,0.6,1.4,,,,,,,,,,,"West Rock Mill Company, LLC",,,,,2017-01-01-00:0,,1007964,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),693.5,,,0.03,,,,,,,,#14 Recovery Boiler (B21),0.006,2017,,,,,0.7,1.7,,,,,,,,,,,Ahlstrom - Munksjo Mosinee LLC,,,,,2017-01-01-00:0,,1007273,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),742.1,,,0.03,,,,,,,,No. 1 Recovery Furnace REC001,0.006,2017,,,,,0.7,1.8,,,,,,,,,,,"WestRock Virginia, Covington",,,,,2017-01-01-00:0,,1000256,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),745.8,,,0.03,,,,,,,,Z011,0.006,2017,,,,,0.8,1.8,,,,,,,,,,,BOISE WHITE PAPER MILL,,,,,2017-01-01-00:0,,1002963,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),841.0,,,0.03,,,,,,,,Recovery Boiler #2,0.007,2017,,,,,0.9,2.0,,,,,,,,,,,Packaging Corporation of America,,,,,2017-01-01-00:0,,1007867,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),878.0,,,0.04,,,,,,,,X012,0.007,2017,,,,,0.9,2.1,,,,,,,,,,,"ALABAMA RIVER CELLULOSE, LLC",,,,,2017-01-01-00:0,,1007917,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),917.8,,,0.04,,,,,,,,Recovery Boiler #1,0.007,2017,,,,,0.9,2.2,,,,,,,,,,,Packaging Corporation of America,,,,,2017-01-01-00:0,,1007867,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),1004.5,,,0.02,,,,,,,,No. 2 Recovery Furnace,0.002,2017,,,,,0.5,0.6,,,,,,,,,,,"WestRock Coated Board, LLC",,,,,2017-01-01-00:0,,1000262,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),1061.1,,,0.04,,,,,,,,No. 2 Lime Kiln (L601),0.0,2017,,0.0333,,,1.0,0.0,,,,,,,,,,,GEORGIA-PACIFIC CEDAR SPRINGS LLC,,,,,2017-01-01-00:0,,1002823,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),1104.9,,,0.04,,,,,,,,08-PU-012,0.009,2017,,,,,1.1,2.6,,,,,,,,,,,"WestRock Kraft Paper, LLC",,,,,2017-01-01-00:0,,1000166,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),1226.3,,,0.02,,,,,,,,Recovery Furnace,0.002,2017,,,,,0.6,0.7,,,,,,,,,,,CASCADE PACIFIC PULP HALSEY PULP MILL,,,,,2017-01-01-00:0,,1004017,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),1283.8,,,0.05,,,,,,,,Recovery Boiler #3,0.01,2017,,,,,1.3,3.1,,,,,,,,,,,Pixelle Specialty Solutions,,,,,2017-01-01-00:0,,1004199,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),1605.2,,,0.03,,,,,,,,RB3,0.003,2017,,,,,0.8,0.9,,,,,,,,,,,"WESTROCK CP, LLC - HODGE MILL",,,,,2017-01-01-00:0,,1005012,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),1714.8,,,0.03,,,,,,,,Recovery Boiler,0.003,2017,,,,,0.8,1.0,,,,,,,,,,,Twin Rivers Pine Bluff LLC,,,,,2017-01-01-00:0,,1003633,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),1994.5,,,0.04,,,,,,,,Recovery Boiler 69-01,0.004,2017,,,,,0.9,1.1,,,,,,,,,,,PACKAGING CORPORATION OF AMERICA,,,,,2017-01-01-00:0,,1006256,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),2222.8,,,0.04,,,,,,,,8 Kraft Recovery Furnace/B08,0.004,2017,,,,,1.0,1.2,,,,,,,,,,,THILMANY MILL,,,,,2017-01-01-00:0,,1002339,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),2254.0,,,0.09,,,,,,,,No. 4 Lime Kiln/CP001,0.018,2017,,1.0,,,2.3,5.4,,,,,,,,,,,"WestRock Charleston Kraft, LLC",,,,,2017-01-01-00:0,,1000426,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),2329.5,,,0.04,,,,,,,,10 Kraft Recovery Furnace/B10,0.004,2017,,,,,1.1,1.3,,,,,,,,,,,THILMANY MILL,,,,,2017-01-01-00:0,,1002339,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),2409.7,,,0.1,,,,,,,,B Lime Kiln,0.0,2017,,0.08,,,2.4,0.0,,,,,,,,,,,PIXELLE ANDROSCOGGIN LLC,,,,,2017-01-01-00:0,,1000593,,Used Oil,2017-12-31-00:0,
Tier 1 (Equation C-1),2466.1,,,0.05,,,,,,,,Recovery Furnace (U500),0.005,2017,,,,,1.2,1.4,,,,,,,,,,,International Paper - Flint River Mill,,,,,2017-01-01-00:0,,1006209,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),2639.9,,,0.11,,,,,,,,RB3,0.021,2017,,,,,2.6,6.3,,,,,,,,,,,Cosmopolis Pulp Mill,,,,,2017-01-01-00:0,,1008999,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),2667.5,,,0.05,,,,,,,,B25,0.005,2017,,,,,1.3,1.5,,,,,,,,,,,PACKAGING CORPORATION OF AMERICA-TOMAHAWK,,,,,2017-01-01-00:0,,1003884,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),2738.0,,,0.05,,,,,,,,No. 4 Recovery Boiler (L03004/L03005),0.005,2017,,,,,1.3,1.5,,,,,,,,,,,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",,,,,2017-01-01-00:0,,1000602,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),2781.3,,,0.1,,,,,,,,No. 5 Lime Kiln/CP002,0.0,2017,,0.04,,,2.5,0.0,,,,,,,,,,,"WestRock Charleston Kraft, LLC",,,,,2017-01-01-00:0,,1000426,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),2970.3,,,0.06,,,,,,,,Recovery Boiler #1 (P39),0.006,2017,,,,,1.4,1.7,,,,,,,,,,,WISCONSIN RAPIDS PAPER MILL,,,,,2017-01-01-00:0,,1004874,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),2976.5,,,0.12,,,,,,,,No. 2 Recovery Boiler,0.024,2017,,,,,3.0,7.1,,,,,,,,,,,International Paper - Georgetown Mill,,,,,2017-01-01-00:0,,1007912,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),2995.6,,,0.06,,,,,,,,RF3,0.006,2017,,,,,1.4,1.7,,,,,,,,,,,"West Rock Mill Company, LLC",,,,,2017-01-01-00:0,,1007964,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),3146.0,,,0.11,,,,,,,,Lime Kiln No.4,0.0,2017,,0.1303,,,2.8,0.0,,,,,,,,,,,Blue Ridge Paper Products LLC,,,,,2017-01-01-00:0,,1000230,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),3197.6,,,0.13,,,,,,,,RF#2,0.026,2017,,,,,3.2,7.6,,,,,,,,,,,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",,,,,2017-01-01-00:0,,1006958,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),3239.1,,,0.06,,,,,,,,Recovery Boiler #2 (P36),0.006,2017,,,,,1.5,1.8,,,,,,,,,,,WISCONSIN RAPIDS PAPER MILL,,,,,2017-01-01-00:0,,1004874,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),3242.2,,,0.13,,,,,,,,038 - No. 3 Recovery Boiler,0.026,2017,,,,,3.2,7.7,,,,,,,,,,,APPLETON ROARING SPRING PAPER MFG,,,,,2017-01-01-00:0,,1005669,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),3308.2,,,0.13,,,,,,,,RB5,0.027,2017,,,,,3.4,8.0,,,,,,,,,,,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",,,,,2017-01-01-00:0,,1002272,,Distillate Fuel Oil No. 2,2017-12-31-00:0,
Tier 1 (Equation C-1),3318.8,,,0.06,,,,,,,,Recovery Boiler 1,0.006,2017,,,,,1.6,1.9,,,,,,,,,,,PIXELLE ANDROSCOGGIN LLC,,,,,2017-01-01-00:0,,1000593,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),3511.5,,,0.07,,,,,,,,Recovery Boiler No. 2,0.007,2017,,,,,1.7,2.0,,,,,,,,,,,EVERGREEN PACKAGING-PINE BLUFF,,,,,2017-01-01-00:0,,1003501,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),3516.6,,,0.07,,,,,,,,Recovery Boiler No. 3,0.007,2017,,,,,1.7,2.0,,,,,,,,,,,EVERGREEN PACKAGING-PINE BLUFF,,,,,2017-01-01-00:0,,1003501,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),3531.5,,,0.07,,,,,,,,Recovery Boiler,0.007,2017,,,,,1.7,2.0,,,,,,,,,,,Billerud Quinnesec LLC,,,,,2017-01-01-00:0,,1001892,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),3563.6,,,0.07,,,,,,,,No. 5 Recovery Boiler (L03007/L03008),0.007,2017,,,,,1.7,2.0,,,,,,,,,,,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",,,,,2017-01-01-00:0,,1000602,,Natural Gas (Weighted U.S. Average),2017-12-31-00:0,
Tier 1 (Equation C-1),3641.1,,,0.15,,,,,,,,No. 2 Recovery Furnace REC010,0.029,2017,,,,,3.6,8.7,,,,,,,,,,,"WestRock Virginia, Covington",,,,,2017-01-01-00:0,,1000256,,Residual Fuel Oil No. 6,2017-12-31-00:0,
Tier 1 (Equation C-1),3720.8,,,0.15,,,,,,,,RF1,0.03,2017,,,,,3.7,8.9,,,,,,,,,,,"WestRock CP, LLC - Florence Mill",,,,,2017-01-01-00:0,,1000319,,Residual Fuel Oil No. 6,2017-12-31-00:0,
